ref_id,target_id,label,confidence,reasoning
000d81bc-a47c-4296-b67a-351302496de0,fc_sidewalk_2819,no_match,0.95,Perpendicular segments with no spatial overlap - different physical features
0038ca58-a01e-45a2-a9d3-aeb47b915689,fc_sidewalk_11328,no_match,0.9,Parallel road and sidewalk approximately 16m apart - different features not subsegments
0410b10a-8755-441c-aa1a-187d300986e1,fc_sidewalk_20159,no_match,0.95,Segments are spatially separated by 130m with no overlap - different sidewalks
05650229-59ca-454e-8603-4696a3830dfb,fc_sidewalk_18317,no_match,0.8,Blue is small rectangular loop while red is long linear sidewalk - different physical features
06d8b4de-c377-46f4-814d-5bcb49d1042b,fc_sidewalk_18151,match,0.95,Red segment is subsegment of blue along same linear path
0aad8b94-10b4-43f9-8e56-d9bb9b77bea8,fc_sidewalk_28724,no_match,0.95,Spatially separated segments with no overlap
0afd9805-0b96-4aa2-a6e3-b128d06fd6c2,fc_sidewalk_284,no_match,0.95,Perpendicular non-overlapping segments - sidewalk separate from road
0bafcfb1-1454-4ee5-88ec-0ced49e6611b,fc_sidewalk_19187,no_match,0.85,Parallel footways with clear spatial offset not same segment
0de69e40-8ec8-441c-93af-4908e02bd43a,fc_sidewalk_10257,no_match,0.8,Red segment is parallel sidewalk adjacent to blue road not same physical segment
1098fead-cd85-487c-90f9-40a41df87c62,fc_sidewalk_26175,no_match,0.95,Perpendicular segments - nearly 90 degree heading difference
127aecb1-210b-4ac3-a06a-8466745086cc,fc_sidewalk_3066,no_match,0.95,Segments are spatially separated by 45m with zero overlap - different parallel sidewalks
1289676f-685d-4b8a-85f5-b15149088716,fc_sidewalk_19537,no_match,0.75,Segments are laterally offset parallel footways not overlapping same physical path
17808335-67e8-421d-9f13-703420547e18,fc_sidewalk_35739,no_match,0.95,Segments are spatially separated non-overlapping features at different locations with different orientations
17a1c65d-3f00-4b71-aabd-285773b4c93f,fc_sidewalk_9306,no_match,0.85,Red segment is sidewalk parallel to but offset from blue road segment
198ecf1c-edd6-4523-90ed-c2ad1f6b47f2,fc_sidewalk_28942,no_match,0.95,Perpendicular segments with no spatial overlap - different physical features
19aacaa6-de26-4cb9-aca6-bb49b5dbbd68,fc_sidewalk_19511,no_match,0.85,Parallel sidewalk adjacent to road not same segment
1b911b10-4244-46fb-b821-959d76dd8b6b,fc_sidewalk_26062,no_match,0.95,Segments are spatially separated with no overlap; different physical features
22e85c6b-e2e4-45bd-9931-c07694cc3ae6,fc_sidewalk_11793,no_match,0.95,Perpendicular segments at different locations do not overlap
247cec9e-6279-4c3b-aedd-321f4c2e48cb,fc_sidewalk_27491,no_match,0.85,Perpendicular segments that cross but do not overlap on same road
25ecea84-1207-4ec2-bd53-d1228b719c8b,fc_sidewalk_17670,no_match,0.9,Red segment is parallel sidewalk adjacent to blue road not same feature
270270e8-5920-4c5a-b929-1e837f215ad1,fc_sidewalk_26795,no_match,0.85,Sidewalk parallel to road not same segment
2a5cd133-844a-4622-b218-95c635e31baf,fc_sidewalk_2908,no_match,0.95,Segments are spatially separated in different locations with no overlap
2bfcdf9d-5b88-4497-ace7-dd3fb1a50be9,fc_sidewalk_7052,no_match,0.95,Parallel road and adjacent sidewalk are separate features
