gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version
1268f3ee-d67e-41fa-97a4-727fc65f8d41,boston_bike_3168_882a306611,match,brad,2026-01-14 03:47:00.284799+00:00,d7840237,review,0.749076989,0.01397033115,0.9446053218,0,1,True,,,
beb5eca9-7fa3-4af2-80e4-4679ebf67647,boston_bike_1803_882a306639,match,brad,2026-01-14 03:47:20.412249+00:00,d7840237,review,0.7488931404,0.1664787902,0.9705484238,0,1,True,,,
e40713a4-fcd2-41cc-9bd3-50f34a0f2f30,boston_bike_2846_882a30660b,no_match,brad,2026-01-14 03:47:43.340542+00:00,d7840237,review,0.7481773923,0,1,0.1622997006,0.8293725577,True,,,
e40afa3b-627e-456e-b098-9c5e794339f2,boston_bike_1049_882a30661d,no_match,brad,2026-01-14 03:47:46.889572+00:00,d7840237,review,0.7472677637,0,1,0.04597134696,0.9521873721,True,,,
688d3808-cb07-4252-bfb3-71735638b007,boston_bike_2933_882a30663b,match,brad,2026-01-14 03:58:34.941470+00:00,d7840237,review,0.7472601422,0.1073995476,1,0,0.495131972,True,,,
10aa70d9-1fb7-4fc7-aaa0-57d4356db9d6,boston_bike_1719_882a30663b,match,brad,2026-01-14 03:58:50.359647+00:00,d7840237,review,0.7468827367,0,0.7581866657,0.01400680512,1,True,,,
bf32b561-4bd6-4fac-bed2-def83f5f5bd5,boston_bike_3308_882a306601,match,brad,2026-01-14 03:58:58.174547+00:00,d7840237,review,0.7463934569,0.05984254298,0.9967160224,0,1,True,,,
4bfc5340-0a37-4c28-beaa-c43876943c27,boston_bike_2812_882a306615,no_match,brad,2026-01-14 03:59:20.351480+00:00,d7840237,review,0.7462318676,0,1,0.1142272217,0.9887221481,True,,,
d7690b28-4210-4b20-8de6-287d7c7bfed9,boston_bike_2428_882a306631,no_match,brad,2026-01-14 03:59:31.927547+00:00,d7840237,review,0.7442229827,0,1,0.05488389815,0.9054105853,True,,,
71737d4e-5630-45ca-98d9-58f0b4e8d096,boston_bike_1053_882a30660b,no_match,brad,2026-01-14 03:59:43.754468+00:00,d7840237,review,0.7421916601,0.3604713708,1,0.5664270647,1,True,,,
324777bb-8ce0-4025-b278-4147bcee5ff1,boston_bike_1408_882a30661d,no_match,brad,2026-01-14 04:00:15.582074+00:00,d7840237,review,0.7417245866,0,1,0.0774893956,0.864159922,True,,,
445dae42-3164-48af-b7bb-f7512d709020,boston_bike_2158_882a306615,no_match,brad,2026-01-14 04:00:24.593797+00:00,d7840237,review,0.7413357636,0,1,0.04721123204,0.9331276367,True,,,
c67a4650-0c4b-49ce-9a74-b2dd0019beb5,boston_bike_2479_882a30661d,no_match,brad,2026-01-14 04:00:30.202162+00:00,d7840237,review,0.7361571463,0,0.75268203,0,0.7822140234,True,,,
667fdd7c-8500-4169-890d-8dde6bcca7a5,boston_bike_2838_882a306615,match,brad,2026-01-14 04:00:52.680381+00:00,d7840237,review,0.735554967,0.4137480415,1,0,0.9672258374,True,,,
c610213f-5f73-4877-9e70-67b8e51fbb1e,boston_bike_2480_882a30661d,no_match,brad,2026-01-14 04:01:04.484786+00:00,d7840237,review,0.7350986483,0,1,0.07678587113,0.8854407805,True,,,
