gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version
f9122200-0a9a-4e37-b69f-b9dc5a6931ce,au_melbourne_73_88be635613,match,brad,2026-01-24T23:20:52.183723+00:00,ae060c49,review,0.7490908504,0,1,0.2543411981,0.38487231,True,,,
5d99d587-3724-4fc7-80ad-5ec6dbfb16f1,au_melbourne_9547_88be634211,no_match,brad,2026-01-24T23:20:56.910569+00:00,ae060c49,review,0.7488588691,0.7842115522,0.9189298385,0,1,True,,,
07a8cc8d-00d6-472d-8370-cf3214524d25,au_melbourne_2219_88be63c8ab,match,brad,2026-01-24T23:21:00.124724+00:00,ae060c49,review,0.7484703064,0,1,0.4759525486,0.9837820448,True,,,
c81f4e29-a1f7-4b1c-99f2-9859a8a89bf3,au_melbourne_1534_88be63ccb9,no_match,brad,2026-01-24T23:21:49.970107+00:00,ae060c49,review,0.7483071685,0,1,0.0326785932,0.04259351991,True,,,
c85d098e-91cf-4bb4-8f1e-c010db3e6039,au_melbourne_423_88be63560b,match,brad,2026-01-24T23:21:58.033012+00:00,ae060c49,review,0.7482382655,0.5522020785,1,0,0.04718834735,True,,,
6eea251b-6e73-490f-8e86-1c22a99cf410,au_melbourne_8324_88be63585b,match,brad,2026-01-24T23:22:00.970654+00:00,ae060c49,review,0.7475918531,0.006666702796,0.7756989329,0.798117061,1,True,,,
436679f4-601a-4a9a-8726-be2f7bf7ce7c,au_melbourne_425_88be63568d,match,brad,2026-01-24T23:22:30.131892+00:00,ae060c49,review,0.7473891377,0,1,0.2574542289,0.365549059,True,,,
0b513eb2-b0de-46bc-8efc-2de0d85aaf32,au_melbourne_675_88be63528d,match,brad,2026-01-24T23:22:31.834224+00:00,ae060c49,review,0.7473837137,0,1,0.3987040756,0.4525387514,True,,,
27405532-0d91-4f5e-95f4-1b906fcff21c,au_melbourne_2142_88be63c2ab,match,brad,2026-01-24T23:22:41.631581+00:00,ae060c49,review,0.7471182346,0,1,0.361341024,0.3646837806,True,,,
a688b674-ee61-4230-99f2-f8178b7882ed,au_melbourne_2171_88be63cdab,match,brad,2026-01-24T23:22:46.716969+00:00,ae060c49,review,0.7469260097,0.01038430152,1,0.8566250545,1,True,,,
21c463f9-2422-4e9c-80cb-f4225b133000,au_melbourne_2376_88be6356c5,match,brad,2026-01-24T23:23:44.228336+00:00,ae060c49,review,0.7468091249,0,1,0.5381555226,0.6044005053,True,,,
2a9d13c6-df68-461a-936a-aae4cc8080c6,au_melbourne_1548_88be63c769,match,brad,2026-01-24T23:23:48.183365+00:00,ae060c49,review,0.7466084957,0,1,0.9080612132,0.9996100983,True,,,
950c0a56-8360-4163-8c2b-127a5532d4aa,au_melbourne_4158_88be63ce0b,no_match,brad,2026-01-24T23:23:53.732403+00:00,ae060c49,review,0.7462061644,0,0.4766271727,0.09765875571,1,True,,,
8fcf1797-22de-4d88-a0d0-b44a60edf03a,au_melbourne_1231_88be635623,match,brad,2026-01-24T23:24:20.414199+00:00,ae060c49,review,0.746088028,0.03982752283,0.5146362633,0,1,True,,,
6d53aa57-7d1a-4a70-ba70-1883b66435f5,au_melbourne_2152_88be63c231,no_match,brad,2026-01-24T23:24:24.034876+00:00,ae060c49,review,0.7459663153,0,1,0.9742206487,0.9908678473,True,,,
7d79fd71-9c66-4316-a1e5-fd1e56614853,au_melbourne_247_88be635767,match,brad,2026-01-24T23:24:28.532244+00:00,ae060c49,review,0.745674789,0,1,0.02070518003,0.05965845979,True,,,
6d33d0a6-57c5-4d38-b9de-4bcb19967719,au_melbourne_8857_88be635691,match,brad,2026-01-24T23:24:43.610904+00:00,ae060c49,review,0.7455129027,0,1,0.1130122151,0.8704739129,True,,,
920c1848-6e78-4c24-81c3-6872afd752c8,au_melbourne_2203_88be63562d,match,brad,2026-01-24T23:24:51.039864+00:00,ae060c49,review,0.7453581095,0,1,0.04360004312,0.07640999063,True,,,
