gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version
bb08de9f-36d2-4fe6-b40b-c12771237947,de_berlin_50443_881f1d4127,no_match,brad,2026-01-25T01:37:30.404146+00:00,6c949023,review,0.7499444485,0.656664341,0.9889246562,0.2473326419,1,True,,,
e7e17f0d-801a-49a0-b477-9ec2ef7ff340,de_berlin_66218_881f18b2d3,no_match,brad,2026-01-25T01:37:41.450049+00:00,6c949023,review,0.7499351501,0,0.9824684138,0.02880256683,1,True,,,
d11b80fd-4fe4-4e14-8192-f92bbe49de82,de_berlin_82478_881f18b323,no_match,brad,2026-01-25T01:37:48.116263+00:00,6c949023,review,0.7498409152,0,1,0.06354735859,0.9526377494,True,,,
21cea800-247b-4ca0-94bc-8c3173620972,de_berlin_81412_881f1884dd,no_match,brad,2026-01-25T01:37:57.998948+00:00,6c949023,review,0.749815762,0,0.8820124336,0.9386450407,1,True,,,
7e3d5f18-6e27-4d00-94b8-25173070ac7a,de_berlin_61574_881f18b24d,match,brad,2026-01-25T01:38:02.445761+00:00,6c949023,review,0.7496912479,0,1,0.8400083138,0.8698696266,True,,,
ae5a6abd-20ff-4a3a-b956-73b5eadae6a9,de_berlin_87472_881f1d4ce5,no_match,brad,2026-01-25T01:38:06.507950+00:00,6c949023,review,0.7496805787,0.5129269902,1,0,0.993182191,True,,,
517ff903-0d9f-4342-8343-dd32b19d3b91,de_berlin_69980_881f18b72d,match,brad,2026-01-25T01:38:11.431512+00:00,6c949023,review,0.7495949268,0,0.2442886313,0,0.07897213148,True,,,
fac271b5-681c-4a15-acfd-a6dfebaaf81e,de_berlin_299894_881f18b22d,match,brad,2026-01-31T04:12:11.961488+00:00,92c5ff9b,match,0.7998300791,0.6125699601,1,0,0.2184948768,True,,,
b91c94cb-5d2a-43d1-a566-134e65ffaa27,de_berlin_47514_881f1d4dcd,match,brad,2026-01-31T04:14:14.803633+00:00,92c5ff9b,review,0.7498569489,0,0.5963404746,0.01833300917,1,True,,,
61cfb71b-adb1-4031-b63e-2250eea4d36b,de_berlin_85247_881f1d4c2b,no_match,brad,2026-01-31T04:14:53.301112+00:00,92c5ff9b,review,0.7497630119,0,0.874917463,0,0.0938479129,True,,,
a5d77db5-f520-451f-8549-d9cf259718e2,de_berlin_12607_881f1d4ab7,match,brad,2026-01-31T04:15:01.200599+00:00,92c5ff9b,review,0.7496817112,0,0.957974604,0.8335351314,1,True,,,
7ea76c60-d319-412f-aa2f-8ff15ce8d9e8,de_berlin_302634_881f1d49db,no_match,brad,2026-01-31T04:15:07.862703+00:00,92c5ff9b,review,0.7496332526,0.5038356343,0.5183160046,0.935483871,1,True,,,
5ecac84b-ca1a-4c10-af79-7f3e760fd0dd,de_berlin_22241_881f1884d1,match,brad,2026-01-31T04:15:18.854246+00:00,92c5ff9b,review,0.7495772839,0,1,0.05157634947,0.5291258967,True,,,
c5dbc40e-abbc-4852-90a5-769402566f65,de_berlin_11503_881f1884db,match,brad,2026-01-31T04:15:21.479422+00:00,92c5ff9b,review,0.7494724989,0,0.2903637651,0,0.07698458272,True,,,
298df960-a24e-45a0-820c-04538b0bcaa9,de_berlin_5922_881f1d499b,no_match,brad,2026-01-31T04:15:42.450929+00:00,92c5ff9b,review,0.7492833734,0,1,0.08701454321,0.2249334501,True,,,
8886496c-e692-431e-b4a9-67812e6e0877,de_berlin_66452_881f1d4885,match,brad,2026-01-31T04:17:05.979815+00:00,92c5ff9b,review,0.7492474914,0,1,0.07904163143,0.9973691152,True,,,
7004df22-3dc3-48d5-ba7f-ea90889de591,de_berlin_59501_881f1d41a1,match,brad,2026-01-31T04:17:08.531175+00:00,92c5ff9b,review,0.7492129803,0,0.5603859372,0.9562412341,1,True,,,
1d897135-00eb-47ab-8681-9e0e6bdb90f5,de_berlin_32184_881f18b56d,match,brad,2026-01-31T04:17:10.018294+00:00,92c5ff9b,review,0.7492032051,0.9628663516,1,0,0.1155196284,True,,,
07acf95c-4660-4803-9ef8-c4f988ccb8f4,de_berlin_82606_881f188445,match,brad,2026-01-31T04:17:36.096340+00:00,92c5ff9b,review,0.7491779923,0,0.4842667473,0,0.02064277237,True,,,
7bd7e523-7f3e-40e5-bca7-0ca00ef35518,de_berlin_15498_881f1d4a19,match,brad,2026-01-31T04:17:38.282544+00:00,92c5ff9b,review,0.7490056753,0,0.4552284118,0,0.03226525162,True,,,
da3a01d4-672d-4981-8b35-bfe273db4f7d,de_berlin_75317_881f1d4c81,no_match,brad,2026-01-31T04:17:43.037229+00:00,92c5ff9b,review,0.748994112,0.120033265,0.2448847119,0,1,True,,,
830c4092-9d8c-4906-9696-a46f51e9a0fa,de_berlin_75640_881f18b517,match,brad,2026-01-31T04:17:45.666016+00:00,92c5ff9b,review,0.7489515543,0,0.7139701939,0.979636497,1,True,,,
20548829-64ca-4a2b-9ec8-2cef8ee98084,de_berlin_26056_881f1d4883,no_match,brad,2026-01-31T04:18:07.685741+00:00,92c5ff9b,review,0.7488793731,0,1,0.5118481018,0.5447001962,True,,,
2ec07956-4289-4f20-8b8b-cf46868d2deb,de_berlin_51537_881f1d49d9,no_match,brad,2026-01-31T04:18:31.648664+00:00,92c5ff9b,review,0.748875618,0,1,0.05009279816,0.09404587582,True,,,
14bdf992-b53f-4744-9151-b6c6ab9ffcee,de_berlin_46690_881f1d4985,no_match,brad,2026-01-31T04:18:36.713237+00:00,92c5ff9b,review,0.7487618327,0,0.7222591172,0.9673898312,1,True,,,
650b5de2-f088-4ea0-994f-923904bde2bb,de_berlin_83720_881f1d4f13,match,brad,2026-01-31T04:18:41.980901+00:00,92c5ff9b,review,0.7487394214,0,0.9194718836,0,0.5627907806,True,,,
41d79bde-2b17-4d0b-b306-fb0b053b121e,de_berlin_64239_881f1d4d29,match,brad,2026-01-31T04:18:45.494869+00:00,92c5ff9b,review,0.7486035824,0,0.5853403362,0,0.0434486422,True,,,
e769ebfc-43c6-4dba-a2ff-6f43a510c7f0,de_berlin_22344_881f1d4829,match,brad,2026-01-31T04:18:50.200236+00:00,92c5ff9b,review,0.7485941052,0,1,0.5423483177,0.7301828551,True,,,
3c85d3c0-3942-4e99-88f9-56e7a9ef2974,de_berlin_77281_881f18b41d,no_match,brad,2026-01-31T04:18:53.794246+00:00,92c5ff9b,review,0.7485774755,0,0.286977725,0.5229825224,1,True,,,
d3356ced-640f-40a9-af56-f156d272bb03,de_berlin_81622_881f1d4a65,no_match,brad,2026-01-31T04:19:02.947490+00:00,92c5ff9b,review,0.7484353781,0,1,0.9084664365,0.9506499048,True,,,
5a467ca6-6384-4586-b3ce-8486676d37b3,de_berlin_66603_881f1d4d31,no_match,brad,2026-01-31T04:19:28.068743+00:00,92c5ff9b,review,0.7483452559,0.01231140141,1,0,0.8473077818,True,,,
862c115b-1122-4d04-a6e7-74085db1cb84,de_berlin_64559_881f1d4aa3,no_match,brad,2026-01-31T04:19:35.519726+00:00,92c5ff9b,review,0.7482630014,0.1925027734,0.3442880913,0,1,True,,,
f8bddaf0-e4f4-4fec-919e-b9e82c1f8a02,de_berlin_64380_881f18b049,match,brad,2026-01-31T04:19:37.469078+00:00,92c5ff9b,review,0.7482588887,0,1,0.4807291259,0.982533112,True,,,
c7219f00-4ef6-4035-9d47-6dcd9e7a7247,de_berlin_64849_881f1d4da9,match,brad,2026-01-31T04:19:41.951539+00:00,92c5ff9b,review,0.7482047677,0.5903893936,1,0,0.03899147373,True,,,
01701687-426e-46ea-94bd-4559397b6b9e,de_berlin_75333_881f1d4d8d,match,brad,2026-01-31T04:19:45.964460+00:00,92c5ff9b,review,0.7481358647,0.9704431904,1,0,0.05997025861,True,,,
9b7cad71-846c-426e-99fb-dbfefc75ad68,de_berlin_44544_881f1d499d,match,brad,2026-01-31T04:22:46.753213+00:00,92c5ff9b,review,0.7475830913,0,0.4082653456,0.9755792906,1,True,,,
2c89f9c5-c4de-4800-990a-7cbe27557697,de_berlin_22907_881f18b009,match,brad,2026-01-31T04:22:52.586559+00:00,92c5ff9b,review,0.7475730777,0.7563900007,0.8362619393,0,1,True,,,
