gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment
48645b31-0b06-4e4a-a5aa-040f608c95e1,w863038355@4,match,brad,2026-01-14 04:48:21.956670+00:00,00b607d3,no_match,0.4999719948,0.6011168365,1.0,0.0,0.9999791164,True
24e4ea10-851d-4381-ae97-561548831e58,w815603025@3,no_match,brad,2026-01-14 04:48:35.592184+00:00,00b607d3,no_match,0.4999244759,0.0,1.0,0.3534945708,0.553952943,True
7b76731a-25a7-4080-a9a0-a36560d20916,w426484918@6,no_match,brad,2026-01-14 04:48:37.622599+00:00,00b607d3,no_match,0.4998632558,0.0,0.04503426036,0.0,0.1130071616,True
de0529b0-ad28-4226-a2b8-78caf2b15478,w658046393@4,match,brad,2026-01-14 04:48:47.204834+00:00,00b607d3,no_match,0.4998450288,0.0,0.3739465886,2.355852594e-05,1.0,True
55565232-c955-4dae-8faf-b2521771d7c0,w8650703@24,no_match,brad,2026-01-14 04:48:50.543408+00:00,00b607d3,no_match,0.4997966871,0.378892149,1.0,0.8184158014,1.0,True
9f60b4ca-000f-4a0f-934f-f01ee3bb8a69,w236582636@3,no_match,brad,2026-01-14 04:48:53.534536+00:00,00b607d3,no_match,0.499573015,0.0,0.0397304107,0.0,0.03946571859,True
c19abe7b-e4c6-4987-a0e7-973d5827a4fb,w817936120@2,no_match,brad,2026-01-14 04:48:55.766927+00:00,00b607d3,no_match,0.4995698998,0.8452953197,1.0,0.0,0.3529138672,True
71392e41-09ca-44b5-bd85-908b7b19551d,w8644437@22,no_match,brad,2026-01-14 04:48:58.219759+00:00,00b607d3,no_match,0.499521606,0.0,1.0,0.3982916731,0.9660137474,True
d49d4707-2939-4812-a5fa-bc976f2ffbbd,w95035768@3,no_match,brad,2026-01-14 04:49:02.748160+00:00,00b607d3,no_match,0.4994551863,0.0,0.04297837372,0.9632900447,1.0,True
40449882-7fc1-46c3-9d89-839e5b2a38de,w8690433@9,no_match,brad,2026-01-14 04:49:05.273454+00:00,00b607d3,no_match,0.4993926995,0.0,1.0,0.5646828147,0.9733496616,True
19fdbc6e-69b2-415e-8dfd-f4fae204ef1a,w1318451131@1,match,brad,2026-01-14 04:49:07.799343+00:00,00b607d3,no_match,0.499382877,0.0,0.3933122616,1.599256937e-05,1.0,True
ad12c55d-b915-4f42-8b6f-a051bbcf638d,w1305486341@2,no_match,brad,2026-01-14 04:49:13.116502+00:00,00b607d3,no_match,0.4993587707,0.02012621565,1.0,0.0,0.9851725109,True
dd328193-090b-424a-bc9b-d068a95a2211,w380662089@10,no_match,brad,2026-01-14 04:49:15.138337+00:00,00b607d3,no_match,0.4993318017,0.0,0.4644721676,0.0,0.1502299039,True
1a92f3c7-9290-4a1e-952f-1df897ea0de3,w1223657962@2,no_match,brad,2026-01-14 04:49:18.319766+00:00,00b607d3,no_match,0.4993139943,0.009664209891,1.0,0.0,0.9876741928,True
935eeed6-a2a7-495e-b037-b76fea1e1dfc,w1223657963@2,no_match,brad,2026-01-14 04:49:29.252362+00:00,00b607d3,no_match,0.4993139943,0.0,0.9876741928,0.009664209891,1.0,True
e73d4e93-234d-4b45-800c-0ae82c51288f,w426456654@21,no_match,brad,2026-01-14 04:49:35.441025+00:00,00b607d3,no_match,0.4993116178,0.9745758397,1.0,0.0,0.08948211733,True
373714c5-7d72-4c9b-bf1a-e12d0fa34b2e,w970407066@5,no_match,brad,2026-01-14 04:49:37.774514+00:00,00b607d3,no_match,0.4992533807,0.5213545138,1.0,0.3478677633,1.0,True
e38a55b2-7358-4eff-8800-a7b388b7959c,w1210189131@6,no_match,brad,2026-01-14 04:49:42.982906+00:00,00b607d3,no_match,0.4992282548,0.6230185012,1.0,0.2920591384,1.0,True
410eb133-8acf-4c16-ac77-e06c025f017b,w815610726@3,no_match,brad,2026-01-14 04:49:46.938220+00:00,00b607d3,no_match,0.4990759135,0.02440780384,1.0,0.5458640733,1.0,True
bb9d7d32-662d-463e-98e0-9542ac21bd34,w817361858@5,match,brad,2026-01-14 04:49:50.014848+00:00,00b607d3,no_match,0.499022629,0.6248955315,1.0,0.0,0.999997657,True
d08f252b-825e-4bd2-ad87-0c977ee56a29,w867760340@2,no_match,brad,2026-01-14 04:49:55.026619+00:00,00b607d3,no_match,0.4989512938,0.5603771324,1.0,0.0,0.3771571329,True
58fab8e4-4afa-4391-a480-37dc475e0ddb,w815603019@6,no_match,brad,2026-01-14 04:49:56.488096+00:00,00b607d3,no_match,0.4989257619,0.5318557513,1.0,0.5032228111,1.0,True
b3372833-72ed-4d53-a008-724250498919,w1425266951@1,no_match,brad,2026-01-14 04:49:59.552472+00:00,00b607d3,no_match,0.4989250882,0.0,0.03109143285,0.0,0.05451111568,True
cade7209-24d7-47f6-a60d-ce8d433b3764,w44247637@7,match,brad,2026-01-14 04:50:06.822446+00:00,00b607d3,no_match,0.4989222376,0.3767787263,0.6444063629,0.0,1.0,True
b46da4f4-c112-42e8-be50-2a1030fc1a5d,w426488102@15,no_match,brad,2026-01-14 04:50:08.784875+00:00,00b607d3,no_match,0.4988969757,0.7742586223,1.0,0.6766605331,1.0,True
fcc06f2a-c3c5-4132-bf46-07b91eea3ca2,w833619028@1,no_match,brad,2026-01-14 04:50:10.514804+00:00,00b607d3,no_match,0.4988783992,0.9632900447,1.0,0.0,0.04297837372,True
74a3b2a6-9f48-441e-a887-b31813bee9c9,w817766709@4,no_match,brad,2026-01-14 04:50:12.435742+00:00,00b607d3,no_match,0.4988432075,0.0,0.935483871,0.1580553429,0.5090838567,True
1666cfa9-4145-48bf-96fd-015af4595e5b,w842963289@2,no_match,brad,2026-01-14 04:50:18.065062+00:00,00b607d3,no_match,0.4988387242,0.0,0.08086046612,0.9737815639,1.0,True
a04b02a3-7d20-4747-a72d-2a1b2434862a,w1430848792@1,no_match,brad,2026-01-14 04:50:21.380767+00:00,00b607d3,no_match,0.4988289405,0.0,0.04424098183,0.9641636229,1.0,True
70677926-bc3c-4ea0-996d-21f4c8de9ef1,w818624499@2,no_match,brad,2026-01-14 04:50:24.102396+00:00,00b607d3,no_match,0.4988119318,0.6785472598,1.0,0.2436865131,0.8393646564,True
16c13e0b-15d8-4d87-97e7-8d9368754a1a,w671635115@12,no_match,brad,2026-01-14 04:50:39.742575+00:00,00b607d3,no_match,0.4987546264,0.5233597889,1.0,0.0,0.4014684938,True
3719f38b-86df-48c8-9f5a-d8dd5b0f7028,w8647670@6,no_match,brad,2026-01-14 04:50:41.269145+00:00,00b607d3,no_match,0.4987470332,0.1483288668,0.7802139011,0.0,0.6160531781,True
1b7a031c-f1f7-4846-a54f-832498a3b6a2,w187589424@21,no_match,brad,2026-01-14 04:50:46.598507+00:00,00b607d3,no_match,0.4987348204,0.0,1.0,0.1257761461,0.3674236114,True
782b1313-6aa7-482a-b70e-ed5a0445a9d8,w1116628973@1,match,brad,2026-01-14 04:50:51.842498+00:00,00b607d3,no_match,0.4986882519,0.6425010072,0.9999978336,0.0,1.0,True
db5b16a1-972e-45b5-a61c-924ad51fa82b,w620770779@9,no_match,brad,2026-01-14 04:50:53.563532+00:00,00b607d3,no_match,0.4986591066,0.0,0.2824768032,0.8733224636,1.0,True
