gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance,mean_hausdorff_distance,buffer_iou,overlap_ratio,heading_delta,length_ratio,projection_distance,centroid_distance,collinear_gap_ratio
48645b31-0b06-4e4a-a5aa-040f608c95e1,w863038355@4,match,brad,2026-01-14 04:48:21.956670+00:00,00b607d3,no_match,0.4999719947520468,0.6,1.0,0.0,1.0,True,1.0,1.0,1.0,1.0,4,3,3,3,0.9230769230769232,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.398883163513737,0.9999791164142853,0.398883163513737,0.3988914937984386,2.8599079918154147e-07,3.0031883020841675e-08,0.9999999768920029,1.0,0.0013027006407355657,0.999604033805302,3.0031883020841675e-08,1.5001367435501567e-07,1.0
24dce6da-fca4-4eda-923f-f10fe6b0d07a,w1078094504@1,no_match,brad,2026-01-14 04:48:31.901711+00:00,00b607d3,no_match,0.499963462658778,0.0,0.0,0.0,0.06,True,0.0,0.0,0.0,1.0,3,3,3,1,0.8,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4397833162409761,0.4397833162409761,0.4397833162409761,0.00012050931473982057,5.560325479152693e-05,0.9988006603374735,1.0,52.34714625819896,0.9069538805487797,5.560325479152693e-05,8.585528287765917e-05,1.0
24e4ea10-851d-4381-ae97-561548831e58,w815603025@3,no_match,brad,2026-01-14 04:48:35.592184+00:00,00b607d3,no_match,0.499924475932435,0.0,1.0,0.33,0.46,True,0.0,0.0,0.0,0.8,3,3,3,4,0.9230769230769232,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2004583722748836,0.2004583722748836,0.2004583722748836,0.00010152538801320262,5.042715821526126e-05,0.9990704259835274,1.0,21.526963970912334,0.9818646160669238,5.042715821526126e-05,8.662816763401765e-05,1.0
7b76731a-25a7-4080-a9a0-a36560d20916,w426484918@6,no_match,brad,2026-01-14 04:48:37.622599+00:00,00b607d3,no_match,0.499863255806823,0.0,0.0,0.0,0.04,True,1.0,1.0,1.0,1.0,4,4,4,6,0.8888888888888888,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.045034260358409066,0.11300716157587298,0.045034260358409066,0.39850802135378893,8.75319988774396e-05,8.55195198011014e-05,0.999694338347278,1.0,6.007437349300631,0.926619327475289,8.55195198011014e-05,8.643320150775358e-05,0.8686965079920167
de0529b0-ad28-4226-a2b8-78caf2b15478,w658046393@4,match,brad,2026-01-14 04:48:47.204834+00:00,00b607d3,no_match,0.4998450288153513,0.0,0.37,0.0,1.0,True,0.0,0.0,0.0,1.0,4,1,4,2,0.9090909090909092,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,0.37394658859263236,0.9999764414740563,0.37394658859263236,0.37395539843058806,2.6815715807983593e-07,2.125066112934951e-08,0.9999622429456687,1.0,0.0010354928271567587,0.9991972814669622,2.125066112934951e-08,1.2965696019386715e-07,1.0
55565232-c955-4dae-8faf-b2521771d7c0,w8650703@24,no_match,brad,2026-01-14 04:48:50.543408+00:00,00b607d3,no_match,0.4997966870857814,0.29,1.0,0.8,1.0,True,0.0,0.0,0.0,1.0,4,4,4,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6211078509581394,0.18158419861274655,0.18158419861274655,0.2923553426874727,7.044033031194745e-05,6.70131703719018e-05,0.9991955244755767,1.0,2.429681383385514,0.995679267289132,6.70131703719018e-05,6.813796307827666e-05,1.0
9f60b4ca-000f-4a0f-934f-f01ee3bb8a69,w236582636@3,no_match,brad,2026-01-14 04:48:53.534536+00:00,00b607d3,no_match,0.4995730150048732,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.0,6,1,7,1,0.9333333333333332,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.03973041070318431,0.03946571858754744,0.03946571858754744,0.9933377956343236,8.836912048773368e-05,8.46418175331718e-05,0.9995817375213846,1.0,0.5396450251878662,0.9989138164344645,8.46418175331718e-05,8.836484167001043e-05,0.0
c19abe7b-e4c6-4987-a0e7-973d5827a4fb,w817936120@2,no_match,brad,2026-01-14 04:48:55.766927+00:00,00b607d3,no_match,0.4995698997699695,0.8,1.0,0.0,0.47,True,0.0,0.0,0.0,0.8,4,3,1,1,0.4444444444444444,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15470468028376605,0.3529138671848042,0.15470468028376605,0.4383638464474238,5.208322652082125e-05,4.973907842312518e-05,0.9988098642635145,1.0,3.1203667964117017,0.9837640558691326,4.973907842312518e-05,5.0813368908554146e-05,1.0
71392e41-09ca-44b5-bd85-908b7b19551d,w8644437@22,no_match,brad,2026-01-14 04:48:58.219759+00:00,00b607d3,no_match,0.4995216060175588,0.0,1.0,0.39,0.94,True,0.0,0.0,0.0,0.6,4,4,6,4,0.8888888888888888,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.567722074334945,0.567722074334945,0.567722074334945,0.00010263443278026778,9.532450845398845e-05,0.999367961831047,1.0,0.6536758602486543,0.9860428112526757,9.532450845398845e-05,9.806432373583943e-05,1.0
0561f21e-f26d-4eb8-9d6c-dc4babe63b92,w8616193@16,no_match,brad,2026-01-14 04:49:01.102959+00:00,00b607d3,no_match,0.4994724716394487,0.0,1.0,0.04,0.55,True,0.0,0.0,0.0,0.8,3,4,1,1,0.4444444444444444,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4969156743625822,0.4969156743625822,0.4969156743625822,9.21823896576551e-05,7.07392118383761e-05,0.9994722166587164,1.0,0.14100540263962102,0.9914129592771941,7.07392118383761e-05,7.706311752060964e-05,1.0
