gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,graphlet_similarity,endpoint_degree_similarity,ref_data_version,target_data_version,feature_version,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match
e15c7130-a3fc-4b93-85ad-745117e9a134,frisco_trail_111,match,brad,2026-01-19T02:20:06.580581+00:00,1e4f9d59,review,0.4991486028,0.0001201480294,1,0,0.6216455094,True,0.5,0.5,0.5,0.5,0.999879852,0.6216455094,0.6216455094,0.6217202078,1.578092621,0.765578594,1.199253575,0.8553160741,0.9486692654,0.05779277192,0.999879852,0.7972450732,1,3,3,2,3,0.9090909091,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,1,0,0,0,3,0.7749145596,0.3387479541,1.155154619,0.815,0.95,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.029445239,1.028432883,0.001012355987,0.9277056562,0.9257702569,0.001935399311,0.06408814305,0.2548200629,0.251503521,639.6670583,19,6,13,0.5
d77585c8-84f5-4b07-9f30-d86e8097ee4b,frisco_trail_453,match,brad,2026-01-19T02:20:13.982003+00:00,1e4f9d59,review,0.4989491412,0.6732357882,1,0,0.9191006282,True,0.5,0.5,0.5,1,0.3267642118,0.9191006282,0.3267642118,0.3555260455,1.660331436,0.555007399,1.433360236,0.8878105107,0.9604827157,0.1055663642,1,0.54231694,1,2,2,2,3,0.8888888889,0.3333333333,0,0,1,0,1,0,0.5,0.5,0,1,0,0,0,3,0.5709662006,0.5135521321,1.424630509,0.7822222222,0.95,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.014018727,1.013162561,0.0008561659751,0.9091789678,0.8900576478,0.01912131994,0.1219774706,1.018870636,0.1197183099,139.3699994,6,1,5,0.5
6f48f797-2d21-40de-b1d0-b021a240e5cf,frisco_trail_32,no_match,brad,2026-01-19T02:20:21.931206+00:00,1e4f9d59,review,0.4987077199,0,0.9592793425,0,0.8116178352,True,0.4,0.606362773,0.4444444444,0.1,0.9592793425,0.8116178352,0.8116178352,0.8460703773,12.44756127,10.37211509,12.03842765,0.01686791982,0.4763580425,1.239772809,1,10.53171072,1,3,3,2,3,0.9090909091,0.3333333333,0,0,1,1,1,1,0,0.4516129032,1,1,0,0,0,3,10.46024008,1.845165061,11.95395116,0.815,0.95,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.005795558,1.01035474,0.00455918234,0.983431291,0.9349499734,0.04848131762,0.04985854841,0.2492927421,0.2,200.5674116,0,1,1,0.5
88cdeded-5312-44c4-9b79-a41baf18c0e4,frisco_trail_31,no_match,brad,2026-01-19T02:20:25.102072+00:00,1e4f9d59,review,0.4983422052,0.02116628565,1,0.1252420005,1,True,0.4,0.606362773,0.4444444444,0.1,0.9788337144,0.8747579995,0.8747579995,0.8936737534,14.35078773,10.86295133,13.84155432,0.0246729636,0.4660513538,0.9983419329,1,11.1447954,1,3,3,2,2,0.8,0,0,0,1,1,0,0,0,0.4516129032,1,1,0,0,0,3,10.83365152,3.570457696,13.74678216,0.9683333333,0.9,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.109338491,1.130203357,0.02086486589,0.9793132339,0.908457555,0.07085567895,0.03593025793,0.2669104875,0.1346153846,389.6437378,0,3,3,0.5
1fe93b10-fb3c-4f7b-ab12-3cd9c90f6ab5,frisco_trail_518,no_match,brad,2026-01-19T02:20:28.019628+00:00,1e4f9d59,review,0.4980251714,0.4193548387,1,0.4211097766,0.9551871196,True,0.5,0.5,0.5,1,0.5806451613,0.534077343,0.534077343,0.9197998685,19.3951537,14.39746352,17.71850612,0,0.3227419827,3.864237036,1,14.48057165,1,4,4,2,2,0.6666666667,0,0,0,1,1,0,0,0.5,0.5,0,1,0,0,0,3,14.04043875,1.112674431,16.52531969,0.7816666667,0.8,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.05232751,1.024823602,0.02750390836,0.9096146198,0.9325498785,0.02293525869,0.1117542457,0.2110913529,0.5294117647,80.53385307,3,5,2,0.5
dee586c3-94e2-407f-b38f-dfeaed4aeeaf,frisco_trail_450,no_match,brad,2026-01-19T02:20:32.766923+00:00,1e4f9d59,review,0.4973368163,0,0.6116407184,0.06102471645,1,True,0.5,0.5,0.5,1,0.6116407184,0.9389752836,0.6116407184,0.651391713,16.20252967,8.99516556,16.19352996,0.2280061727,0.5320864421,40.69245382,1,7.780865494,1,3,4,2,1,0.6,0,0,1,0,1,0,0,0.5,0.5,0,1,0,0,0,2,7.944084669,8.882019381,15.31381311,0.855,0.8,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.000000041,1,4.094481443e-08,0.9997160462,1,0.0002839538328,0.1100812902,0.07338752681,0.6666666667,27.25258756,0,0,0,0.5
27dc7cd5-c959-42d3-9937-0f2d699cff05,frisco_trail_335,no_match,brad,2026-01-19T02:20:35.664889+00:00,1e4f9d59,review,0.4962923012,0.9567238624,1,0.9635045294,1,True,0.5,0.5,0.5,1,0.04327613757,0.03649547058,0.03649547058,0.8433162623,1.042185846,0.6056164071,1.015148826,0.8579255506,0.9490164444,79.35168486,1,0.4717389734,1,3,3,3,3,1,1,0,0,1,1,1,1,0.5,0.5,0,1,0,0,0,1,0.4891851503,0.3028082036,0.8106745164,0.9244444444,1,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1,1,0,1,1,0,1.622776182,1.622776183,1,1.23245585,0,0,0,0.5
6660b607-3d97-4019-9806-297b11c465db,frisco_trail_38,no_match,brad,2026-01-19T02:20:55.963842+00:00,1e4f9d59,review,0.4953574887,0,1,0.2763255544,0.8252542823,True,0.4,0.606362773,0.4444444444,0.1,1,0.5489287279,0.5489287279,0.5489287279,11.57804323,8.970204023,11.41169153,0.09244744384,0.5441433871,0.5970471222,1,8.369665224,1,3,3,3,2,0.9090909091,0.3333333333,0,0,1,1,1,1,0,0.4516129032,1,1,0,0,0,4,8.396768768,1.812047549,10.48103235,0.895,0.95,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.008893858,1.018764002,0.009870143969,0.9865585354,0.953125268,0.03343326738,0.03797773722,0.3906281543,0.09722222222,184.3185116,0,0,0,0.5
36e963a7-80fd-4c2b-b997-c4f0f2050663,frisco_trail_55,match,brad,2026-01-19T02:21:05.649852+00:00,1e4f9d59,review,0.4949488787,0.4686891442,0.8200410658,0,1,True,0.5,0.5,0.5,1,0.3513519216,1,0.3513519216,0.3513519216,2.57627574,0.6918589267,1.652736186,0.878282613,0.9516702595,0.1502583924,1,0.2984341965,1,4,4,2,2,0.6666666667,0,0,0,1,1,0,0,0.5,0.5,0,1,0,0,0,3,0.6372202125,0.6016100031,1.4316121,0.94,0.8,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1.023060779,1.01441289,0.008647889656,0.8949639807,0.9084061104,0.01344212973,0.08301932327,0.2075483082,0.4,120.4538848,6,0,6,0.5
3febf18d-29fe-4d6b-a9bc-e61d2e1cce11,frisco_trail_17,no_match,brad,2026-01-19T02:21:07.566980+00:00,1e4f9d59,review,0.4938071036,0,0.1935483871,0.627050348,0.6564371468,True,0.5,0.5,0.5,1,0.1935483871,0.02938679881,0.02938679881,0.1518317939,3.500511698,1.915692819,3.447227517,0.5081964533,0.7724085559,5.4251255,1,3.244900969,0,3,3,0,0,0,0,0,0,1,1,0,0,0.5,0.5,0,1,0,0,0,1,2.057105773,1.105241044,3.102043498,0.93,0.7,1769266829724757543_8312776,1769337201592433144_631417,2026-01-25,1,1.089395021,0.08939502101,1,1,0,0.7478610498,1.121791575,0.6666666666,2.674293574,0,1,1,0.5
