gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance,mean_hausdorff_distance,buffer_iou,overlap_ratio,heading_delta,length_ratio,projection_distance,centroid_distance,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match
1268f3ee-d67e-41fa-97a4-727fc65f8d41,boston_bike_3168,match,brad,2026-01-14 03:47:00.284799+00:00,d7840237,review,0.749076989,0,1,0,1,False,0,0,0,0,0.9306349962,1,0.9306349962,0.9306349962,2.417922781e-05,1.939132915e-05,0.9991740557,1,2.624776351,0.9899754556,1.939132915e-05,2.175712405e-05,1,4,2,2,1,0.6666666667,0.3333333333,0,1,0,1,0,0
beb5eca9-7fa3-4af2-80e4-4679ebf67647,boston_bike_1803,match,brad,2026-01-14 03:47:20.412249+00:00,d7840237,review,0.7488931404,0.17,0.97,0,1,True,1,1,1,0.6,0.8040696013,1,0.8040696013,0.8040696013,2.380653274e-05,1.531191003e-05,0.9991878087,1,0.1136282033,0.9988204603,1.531191003e-05,1.755756899e-05,1,4,3,2,2,0.7272727273,0,0,0,1,1,0,0
e40713a4-fcd2-41cc-9bd3-50f34a0f2f30,boston_bike_2846,no_match,brad,2026-01-14 03:47:43.340542+00:00,d7840237,review,0.7481773923,0,1,0.16,0.83,True,0,0,0,1,1,0.667072853,0.667072853,0.667072853,2.062946214e-05,1.804562812e-05,0.9989543893,1,1.790431818,0.9986467006,1.804562812e-05,1.805310511e-05,1,3,8,2,2,0.5333333333,0,0,0,1,1,0,0
e40afa3b-627e-456e-b098-9c5e794339f2,boston_bike_1049,no_match,brad,2026-01-14 03:47:46.889572+00:00,d7840237,review,0.7472677637,0,1,0.03,0.94,True,0,0,0,1,1,0.906216037,0.906216037,0.906216037,5.55070177e-05,4.615128938e-05,0.9992858861,1,0.6260855222,0.9967076905,4.615128938e-05,4.457250784e-05,1,4,4,4,4,1,1,0,0,1,1,1,1
688d3808-cb07-4252-bfb3-71735638b007,boston_bike_2933,match,brad,2026-01-14 03:58:34.941470+00:00,d7840237,review,0.7472601422,0.1,1,0,0.5,True,1,1,1,0.6,0.8926004946,0.495131959,0.495131959,0.5547072425,2.12399699e-05,1.95658195e-05,0.9991292084,1,0.1580381807,0.9962765003,1.95658195e-05,2.026320935e-05,1,4,3,3,4,1,1,0,0,1,1,1,1
10aa70d9-1fb7-4fc7-aaa0-57d4356db9d6,boston_bike_1719,match,brad,2026-01-14 03:58:50.359647+00:00,d7840237,review,0.7468827367,0,0.76,0.02,1,True,1,1,1,0.6,0.7581866315,0.9859932526,0.7581866315,0.768957221,2.164405096e-05,2.014896419e-05,0.9997460415,1,0.05247006656,0.9999845139,2.014896419e-05,2.019761313e-05,1,4,6,4,2,0.75,0.3333333333,0,0,1,1,1,1
bf32b561-4bd6-4fac-bed2-def83f5f5bd5,boston_bike_3308,match,brad,2026-01-14 03:58:58.174547+00:00,d7840237,review,0.7463934569,0.05,1,0,1,True,0,0,0,0,0.9368734616,1,0.9368734616,0.9368734616,2.156971192e-05,3.477550262e-06,0.9988365458,1,0.3506969171,0.9899739318,3.477550262e-06,8.943406111e-06,1,3,4,3,4,1,1,0,0,1,1,1,1
4bfc5340-0a37-4c28-beaa-c43876943c27,boston_bike_2812,no_match,brad,2026-01-14 03:59:20.351480+00:00,d7840237,review,0.7462318676,0,0.99,0.13,1,True,0,0,0,1,1,0.8744949462,0.8744949462,0.8744949462,4.101332457e-05,3.36506315e-05,0.9996002157,1,0.5731930288,0.9967799593,3.36506315e-05,3.692344462e-05,1,4,3,3,2,0.8333333333,0.3333333333,0,0,1,1,1,1
d7690b28-4210-4b20-8de6-287d7c7bfed9,boston_bike_2428,no_match,brad,2026-01-14 03:59:31.927547+00:00,d7840237,review,0.7442229827,0.06,1,0.05,0.84,True,0,0,0,1,1,0.8505266792,0.8505266792,0.8505266792,7.715544883e-05,3.132919455e-05,0.9992171822,1,7.489428051,0.9973045979,3.132919455e-05,2.266716095e-05,1,3,3,2,4,0.8333333333,0,0,0,1,1,1,1
71737d4e-5630-45ca-98d9-58f0b4e8d096,boston_bike_1053,no_match,brad,2026-01-14 03:59:43.754468+00:00,d7840237,review,0.7421916601,0.29,1,0.54,1,True,0,0,0,1,0.6395286277,0.433572936,0.433572936,0.6779570409,1.650880816e-05,1.456560857e-05,0.9992576508,1,4.557234778,0.9998122064,1.456560857e-05,1.484546131e-05,1,3,4,2,2,0.7272727273,0,0,0,1,1,0,0
324777bb-8ce0-4025-b278-4147bcee5ff1,boston_bike_1408,no_match,brad,2026-01-14 04:00:15.582074+00:00,d7840237,review,0.7417245866,0,1,0.08,0.84,True,0,0,0,1,1,0.7866705194,0.7866705194,0.7866705194,5.002087206e-05,2.497898382e-05,0.9996052418,1,1.161520385,0.9965640081,2.497898382e-05,1.58162805e-05,1,4,4,4,2,0.8571428571,0.3333333333,0,0,1,1,1,1
445dae42-3164-48af-b7bb-f7512d709020,boston_bike_2158,no_match,brad,2026-01-14 04:00:24.593797+00:00,d7840237,review,0.7413357636,0,1,0.04,0.92,True,0,0,0,1,1,0.8859164153,0.8859164153,0.8859164153,5.148108491e-05,4.401065881e-05,0.9994625562,1,1.127036395,0.9946711497,4.401065881e-05,4.282892547e-05,1,3,3,4,1,0.7272727273,0,0,1,0,1,1,1
c67a4650-0c4b-49ce-9a74-b2dd0019beb5,boston_bike_2479,no_match,brad,2026-01-14 04:00:30.202162+00:00,d7840237,review,0.7361571463,0,0.74,0,0.76,True,0,0,0,1,0.7526820162,0.7822140382,0.7526820162,0.9622455996,3.915754257e-05,3.220231131e-05,0.9991671607,1,1.657972921,0.9964751784,3.220231131e-05,3.337611374e-05,1,2,4,2,3,0.9090909091,0.3333333333,0,0,1,1,1,1
667fdd7c-8500-4169-890d-8dde6bcca7a5,boston_bike_2838,match,brad,2026-01-14 04:00:52.680381+00:00,d7840237,review,0.735554967,0.42,1,0,0.98,True,1,1,1,1,0.5862519701,0.9672258059,0.5862519701,0.6061169651,3.027188851e-05,1.69817613e-05,0.9998911379,1,2.185516317,0.9805787673,1.69817613e-05,1.197809588e-05,1,4,1,2,3,0.8,0,1,0,0,1,1,1
c610213f-5f73-4877-9e70-67b8e51fbb1e,boston_bike_2480,no_match,brad,2026-01-14 04:01:04.484786+00:00,d7840237,review,0.7350986483,0,1,0.11,0.9,True,0,0,0,1,1,0.8086549142,0.8086549142,0.8086549142,5.481488734e-05,3.440266692e-05,0.9993368125,1,4.04239587,0.980174939,3.440266692e-05,3.528925573e-05,1,4,4,4,2,0.8571428571,0.3333333333,0,0,1,1,1,1
20cd9e3f-a72b-4025-b537-ed5f530df0f3,boston_bike_1784,no_match,brad,2026-01-14 04:01:14.018442+00:00,d7840237,review,0.7343627164,0,0.99,0,0.89,True,0,0,0,1,1,0.8928972847,0.8928972847,0.8928972847,5.434035644e-05,4.278567861e-05,0.9990854466,1,0.758492381,0.9938352223,4.278567861e-05,4.513097868e-05,1,1,4,2,2,0.6666666667,0,1,0,0,1,0,0
e33b1c01-d419-4fa8-addf-a1a91f5c4964,boston_bike_2940,match,brad,2026-01-14 04:01:19.603087+00:00,d7840237,review,0.7341931061,0,1,0.36,0.67,True,0.7027027027,0.9083333333,0.7027027027,0.6,1,0.3348031718,0.3348031718,0.3348031718,3.107045308e-05,2.231951755e-05,0.9991587239,1,4.588145171,0.9955906229,2.231951755e-05,2.247178216e-05,1,4,4,4,3,0.9333333333,0.3333333333,0,0,1,1,1,1
b6f4597a-1c81-4ce7-be4e-a3a8b30c78ea,boston_bike_1441,no_match,brad,2026-01-14 04:01:23.657730+00:00,d7840237,review,0.734045202,0,1,0.07,0.89,True,0,0,0,1,1,0.8523429421,0.8523429421,0.8523429421,5.87149965e-05,4.72003986e-05,0.999438635,1,0.7889787754,0.9993877235,4.72003986e-05,5.020596083e-05,1,4,4,3,2,0.7692307692,0,0,0,1,1,1,1
5ca308f2-8aaa-4763-99fc-922bcb034159,boston_bike_620,no_match,brad,2026-01-14 04:01:30.469720+00:00,d7840237,no_match,0.4999374764,0.14,1,0,1,True,0,0,0,1,0.950823674,0.9680087915,0.950823674,0.9822469406,0.0001319395121,0.0001138438921,0.9994403558,1,0.3332250642,0.9976471728,0.0001138438921,0.0001097191957,1,3,4,2,4,0.9230769231,0.3333333333,0,0,1,1,1,1
2aa0f979-ddcc-4884-92d4-f25db6b33afe,boston_bike_1059,no_match,brad,2026-01-14 04:01:40.073642+00:00,d7840237,no_match,0.4998501966,0.49,1,0,0.88,True,0.7027027027,0.6739391213,0.7027027027,1,0.7405938416,1,0.7405938416,0.7405938416,0.0002725812012,0.0001495749066,0.9993703253,1,31.68779988,0.8646749627,0.0001495749066,0.0001712198325,1,1,4,3,3,0.7272727273,0,1,0,0,1,1,1
d6b75dc3-bfc6-4c24-8328-3f861ebadd0d,boston_bike_670,no_match,brad,2026-01-14 04:02:26.539393+00:00,d7840237,no_match,0.499740565,0,0.72,0.84,1,True,0,0,0,1,0.6094553951,0.1353121998,0.1353121998,0.2220214981,6.734535699e-05,6.375516248e-05,0.9992216942,1,2.985874616,0.9915121247,6.375516248e-05,6.512869706e-05,1,4,4,2,3,0.7692307692,0,0,0,1,1,1,1
2558b105-cd3f-4574-b3cc-c885e313fa08,boston_bike_725,no_match,brad,2026-01-14 04:02:30.733621+00:00,d7840237,no_match,0.499372706,0.05,0.99,0,1,True,0,0,0,1,0.9404166475,1,0.9404166475,0.9404166475,0.0001574808731,0.000146073399,0.9988385208,1,2.279728479,0.9998629063,0.000146073399,0.0001463614227,1,3,4,2,2,0.7272727273,0,0,0,1,1,0,0
5c01bc14-bcd7-4bd4-a4e6-4291dfa7d978,boston_bike_2499,no_match,brad,2026-01-14 04:02:34.219549+00:00,d7840237,no_match,0.4991830813,0.05,1,0.07,1,True,0.2352941176,0.462745098,0.2352941176,1,0.9748600277,0.947077921,0.947077921,0.9715014403,0.0001703862354,0.0001493250974,0.9992628327,1,0.8848756412,0.9955308906,0.0001493250974,0.0001535177528,1,1,7,2,2,0.5,0,1,0,0,1,0,0
89dc9162-c8f5-4ccf-a074-086369fa768c,boston_bike_627,no_match,brad,2026-01-14 04:02:39.759603+00:00,d7840237,no_match,0.4991332409,0,1,0.05,0.96,True,0,0,0,1,1,0.9077920855,0.9077920855,0.9077920855,0.0001130154604,0.0001065560035,0.9995881234,1,0.06008956237,0.9997875549,0.0001065560035,0.0001099593583,1,2,5,2,4,0.9230769231,0.3333333333,0,0,1,1,1,1
3f4d080b-0c5c-4f25-8f67-5004ab9fa2b5,boston_bike_3179,match,brad,2026-01-14 04:02:45.057096+00:00,d7840237,review,0.7335426377,1,1,1,1,True,0.7555555556,0.8861344538,0.7555555556,0,0.8584736357,0.9999269102,0.8584736357,0.858536386,1.738230773e-05,4.997754307e-06,0.9996336869,1,0.1646338424,0.9972288157,4.997754307e-06,5.70291358e-06,1,3,4,1,4,0.8333333333,0.3333333333,0,1,0,1,1,1
621cbd22-3d3f-4ea0-8871-6597aed70b3d,boston_bike_2138,no_match,brad,2026-01-14 04:02:48.435188+00:00,d7840237,review,0.7331746861,0.03,1,0,0.95,True,0,0,0,1,0.9538069118,0.9444558875,0.9444558875,0.9901961034,6.64843432e-05,5.551711432e-05,0.9996563881,1,0.4828184533,0.9980085729,5.551711432e-05,5.606996005e-05,1,2,2,2,2,1,1,0,0,1,0,0,1
916a0c15-78c9-4c30-9d66-57c16ec42bd1,boston_bike_2900,match,brad,2026-01-14 04:04:30.487537+00:00,d7840237,review,0.7330135102,0,0.72,0,1,True,1,1,1,0.6,0.7262518524,0.9999688147,0.7262518524,0.7262745014,3.645815372e-05,2.697257072e-05,0.9992664027,1,0.3203971726,0.9999224129,2.697257072e-05,2.817518595e-05,1,6,4,6,4,1,1,0,0,1,1,1,1
cc31f718-0438-4189-b378-8dbed46514b9,boston_bike_3475,no_match,brad,2026-01-14 04:04:34.752943+00:00,d7840237,review,0.7327392673,0.01,0.84,0,1,True,0.3555555556,0.5587598676,0.3555555556,1,0.8320944111,1,0.8320944111,0.8320944111,5.918731029e-05,5.526363318e-05,0.9996669013,1,0.2072806151,0.9991371025,5.526363318e-05,5.601176375e-05,1,3,3,1,2,0.6666666667,0,0,1,0,1,0,0
66bf5de9-4427-40a2-af27-60fd9d5ae3e7,boston_bike_1798,match,brad,2026-01-14 04:04:39.269862+00:00,d7840237,review,0.7313917197,0,0.96,0.47,1,True,1,1,1,0.6,0.9562305152,0.5346596994,0.5346596994,0.5591326473,9.354501257e-06,5.82699494e-06,0.9994044009,1,1.168485238,0.9959183227,5.82699494e-06,2.078711461e-06,1,3,4,5,2,0.8571428571,0,0,0,1,1,1,1
46a57333-28ae-429f-97b6-56435e8509bb,boston_bike_1400,no_match,brad,2026-01-14 04:08:37.419434+00:00,d7840237,review,0.7304297641,0,1,0.01,0.97,True,0,0,0,1,0.9901203997,0.9677372329,0.9677372329,0.97739349,9.06436851e-05,6.168399695e-05,0.9993056609,1,0.1996358817,0.9955159694,6.168399695e-05,5.933338289e-05,1,2,4,2,2,0.8,0.3333333333,0,0,1,1,0,0
b2c3e225-c3de-47a6-913b-ad93d8fd6138,boston_bike_1766,match,brad,2026-01-14 04:09:34.389189+00:00,4435904e,review,0.7302501322,0,1,0,1,False,1,1,1,0.6,0.5163957342,0.9791640932,0.5163957342,0.5273842635,1.027696319e-05,6.530372513e-06,0.9988990729,1,1.799225177,0.989863041,6.530372513e-06,4.312709594e-06,1,3,3,2,2,0.8,0,0,0,1,1,0,0
44538cf4-9d1b-41ec-ad2e-0603d359bbfb,boston_bike_272,match,brad,2026-01-14 04:10:09.882018+00:00,4435904e,review,0.7302454148,0,1,0,1,False,1,1,1,0.6,0.5999172765,1,0.5999172765,0.5999172765,5.903068208e-05,5.750399361e-05,0.9991773597,1,0.1640992774,0.9996352663,5.750399361e-05,5.826172831e-05,1,3,3,2,2,0.8,0,0,0,1,1,0,0
5da0d45a-4f25-4786-9de8-bdec8b8e554b,boston_bike_688,match,brad,2026-01-14 04:10:22.518668+00:00,4435904e,review,0.7282353466,0.01,1,0,0.35,True,1,1,1,0.6,0.9863424513,0.3443923143,0.3443923143,0.3491609977,6.214059577e-06,5.967470403e-06,0.999955751,1,0.05406191657,0.9997235027,5.967470403e-06,6.121772047e-06,1,4,3,2,3,0.8333333333,0.3333333333,0,0,1,1,1,1
bb8e9942-ef3b-4588-a112-f98848f19307,boston_bike_714,no_match,brad,2026-01-14 04:10:35.708092+00:00,4435904e,review,0.7279049096,0.06,1,0,0.99,True,0.2777777778,0.4981571576,0.2777777778,1,0.9308579823,0.9837973545,0.9308579823,0.9461887431,9.538094615e-05,7.069653292e-05,0.9993748005,1,0.4390308877,0.9913261567,7.069653292e-05,6.665138722e-05,1,4,3,1,2,0.6,0,0,1,0,1,0,0
09e4241c-11e4-4c36-8cef-fe7260728e03,boston_bike_691,no_match,brad,2026-01-14 04:10:42.266791+00:00,4435904e,no_match,0.4990249498,0.29,0.96,0,1,True,1,1,1,0.8,0.04327316616,0.03649758406,0.03649758406,0.84342301,2.992353573e-05,1.855832737e-05,0.9990688785,1,1.471988394,0.985806166,1.855832737e-05,2.980882822e-05,0.220124967,4,4,2,2,0.6666666667,0,0,0,1,1,0,0
88c439e0-e925-4443-b944-ed44f4a63c95,boston_bike_679,no_match,brad,2026-01-14 04:10:44.302344+00:00,4435904e,no_match,0.4989884943,0,1,0.21,0.59,True,0,0,0,0.8,1,0.4954177837,0.4954177837,0.4954177837,0.0001394959802,6.123281233e-05,0.9992007041,1,26.70678541,0.8962131747,6.123281233e-05,5.982049673e-05,1,3,4,2,4,0.9230769231,0.3333333333,0,0,1,1,1,1
