gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version
bb02a84e-afce-47f0-b164-6a5f7fd44487,us_boston_streets_7215_882a306631,match,brad,2026-01-12 03:48:13.491765+00:00,9f047095,review,0.7332991811,0,0.9982032929,0,0.9987218532,False,,,
81a82e27-344f-421f-904a-d0ee0d3b197c,us_boston_streets_3595_882a306615,match,brad,2026-01-12 04:06:09.533932+00:00,2c976208,review,0.722764936,0,0.8484220893,0,0.960226856,True,,,
ae5b7a29-b28e-40d2-a5f8-26c02d9b988b,us_boston_streets_2672_882a30661d,match,brad,2026-01-12 04:08:44.343645+00:00,2d9c4c93,review,0.7219194018,0,1,0.00822960306,0.9998982629,False,,,
47229b83-55ba-4329-bb44-c4ba1967c6ab,us_boston_streets_7933_882a306639,match,brad,2026-01-12 04:08:52.147788+00:00,2d9c4c93,review,0.7216493379,0.0504808916,1,0,0.9848362693,True,,,
cdbc9a68-3298-494b-b5fc-88c1dfa08caa,us_boston_streets_4978_882a306607,match,brad,2026-01-12 04:08:59.836725+00:00,2d9c4c93,review,0.7204425215,0.08192183604,0.9982996495,0,1,True,,,
dd5873d0-1256-4252-9ea5-d4bbfc4f4f80,us_boston_streets_2273_882a306603,no_match,brad,2026-01-12 04:13:46.437910+00:00,b0d4979d,review,0.5908303221,0.1287214937,1,0.07246859505,1,True,,,
411bd3a0-d08f-4f33-8d79-dd3ac2a1fa0f,us_boston_streets_9469_882a306639,match,brad,2026-01-12 04:13:51.476543+00:00,b0d4979d,review,0.5907871148,0,0.1158862048,0.8439035112,1,True,,,
4d059def-e85a-4d9f-b6d8-68f7d2797ab7,us_boston_streets_590_882a30660b,no_match,brad,2026-01-12 04:14:03.830884+00:00,b0d4979d,review,0.5898493839,0,0.03332639362,0.9512238809,1,True,,,
261ebab5-7bae-461c-bf6b-6198b79215ea,us_boston_streets_176_882a306603,match,brad,2026-01-12 04:14:18.470216+00:00,b0d4979d,review,0.5887171256,0.2287630637,1,0.4330191306,1,True,,,
8011068c-a29f-4191-a074-1c8f1d706f8a,us_boston_streets_4551_882a30660b,match,brad,2026-01-12 04:14:20.890107+00:00,b0d4979d,review,0.5872234893,0.01637868849,1,0.5488611801,1,True,,,
68dfedd7-12c0-43ce-9ee8-e99af22b33fc,us_boston_streets_5626_882a306603,unsure,brad,2026-01-12 04:21:56.347572+00:00,b0d4979d,review,0.5871846435,0,0.622492836,0.08680522965,1,True,,,
02d2b67a-3d89-4b6d-ab56-8bec360f6edd,us_boston_streets_6034_882a30661d,unsure,brad,2026-01-12 04:21:56.539682+00:00,b0d4979d,review,0.5870449913,0,1,0.06368496712,0.9105168103,True,,,
