gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version
0b453588-98e7-4e56-8126-5f47a05acb17,us_usfs_flathead_26500186_88289b4db7,match,brad,2026-02-23T03:24:09.574413+00:00,b86e1229,review,0.6413645744,0.9933409654,1.0,0.9949149377,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
e805e44d-28c2-4c4f-b2d9-c5d8619907d1,us_usfs_flathead_26711375_8812cb4a15,match,brad,2026-02-23T03:24:13.069369+00:00,16bb5ded,review,0.5968674421,0.9682755769,1.0,0.9615208903,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
e3ef11ea-7cd6-4c71-afcd-d506cdd12d00,us_usfs_flathead_26547643_8812ca3301,match,brad,2026-02-23T03:24:19.993304+00:00,4de8fb39,review,0.5676537752,0.9894625128,1.0,0.9975055876,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
b1f57746-8f6f-4b39-9077-8ffa09787c1e,us_usfs_flathead_26564825_8812ca311d,no_match,brad,2026-02-23T03:24:28.622730+00:00,918050f2,review,0.6931198239,0.0,1.0,0.00092650468,0.004131740777,True,1770593730225119620_10340136,1770593701931992484_745433
a0ccd96e-2cf6-4f64-8326-1f9f2fbd43c8,us_usfs_flathead_26475416_8812cb4d81,match,brad,2026-02-23T03:24:32.483573+00:00,0afd1edc,review,0.6982466578,0.001843395191,1.0,0.5183256362,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
479a9cd8-f588-49c6-89b3-17a030761433,us_usfs_flathead_26718226_88289b4355,match,brad,2026-02-23T03:24:38.029451+00:00,98e4de68,review,0.5446684957,0.0,0.02864422944,0.0,0.0212370816,True,1770593730225119620_10340136,1770593701931992484_745433
0c7f6d67-6b53-47a6-8bb7-24754bfbe6d0,us_usfs_flathead_26592278_8812ca31d9,match,brad,2026-02-23T03:24:51.968762+00:00,7741764d,review,0.7069217563,0.0,0.005890394455,0.0,0.007301003902,True,1770593730225119620_10340136,1770593701931992484_745433
414b481d-a47c-49fc-a9e4-0b554ee46931,us_usfs_flathead_26431007_8812ca25e7,match,brad,2026-02-23T03:24:57.368085+00:00,168493d9,review,0.5243811011,0.0,1.0,0.8776712714,0.9107511853,True,1770593730225119620_10340136,1770593701931992484_745433
f6d73883-06b1-41f6-8b55-fd9c87ff9694,us_usfs_flathead_26620295_8812ca2705,match,brad,2026-02-23T03:24:59.805563+00:00,63f43c86,review,0.5196408629,0.7502359738,1.0,0.8592801853,0.9228310693,True,1770593730225119620_10340136,1770593701931992484_745433
58f1daa5-8cdb-4f61-a324-10df5eb6ae4f,us_usfs_flathead_26709776_8812cb4d81,match,brad,2026-02-23T03:25:06.133173+00:00,0fef24fc,review,0.7397881746,0.8231296794,0.9144175868,0.5236199876,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
0bc390d4-35e9-4504-8d3d-391a5a15ae95,us_usfs_flathead_26636850_8812cb42bd,match,brad,2026-02-23T03:25:08.353826+00:00,8b593d9a,review,0.7424744964,0.9240808278,0.98781054,0.0,0.01442450754,True,1770593730225119620_10340136,1770593701931992484_745433
a4ee5674-75b2-49fa-8767-68bb55f15f90,us_usfs_flathead_26580498_88289b0845,match,brad,2026-02-23T03:25:11.337126+00:00,b013e405,match,0.9571121931,0.0,0.008216376143,0.9705449406,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
884c4e48-2868-4fbc-a005-3f3cff94e4e5,us_usfs_flathead_26722087_8812cb69cd,match,brad,2026-02-23T03:51:28.242453+00:00,bdf0e01c,match,0.9873145819,0.9849915092,0.999928866,0.0,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
634872bb-5998-4a69-a418-b9d824305197,us_usfs_flathead_26569370_88289b4b29,match,brad,2026-02-23T03:51:29.677860+00:00,a7f687f0,match,0.989592433,0.0,1.0,0.07123579384,0.9903069991,True,1770593730225119620_10340136,1770593701931992484_745433
d3b335a1-18e8-4d55-af3b-49ae6e34bbc1,us_usfs_flathead_26495113_8812cb4a05,match,brad,2026-02-23T03:51:35.799369+00:00,c55e4dd0,match,0.9928390384,0.1560371705,0.3183256486,0.0,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
8f3cc721-09b6-4709-8485-4d9673804b88,us_usfs_flathead_26369951_8812ca388d,match,brad,2026-02-23T03:51:37.510010+00:00,6eb07239,match,0.9932327271,0.9092855194,0.9999707106,0.0,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
e4a739bc-eaa5-4543-98d8-45fa5c331ef0,us_usfs_flathead_26727400_88289b60ab,match,brad,2026-02-23T03:51:39.179601+00:00,a30808df,match,0.9950830936,0.0,0.9776204775,0.4820430265,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
962607d3-1fa6-4303-ab9c-57d8d6110c83,us_usfs_flathead_26686231_8812ca318d,match,brad,2026-02-23T03:51:40.741395+00:00,cd4eceb6,match,0.995601058,0.9832149723,1.0,0.9325947157,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
60bb863f-42f9-4b7f-8167-e6d05f5bfe7a,us_usfs_flathead_26564825_8812ca311d,match,brad,2026-02-23T03:51:42.412613+00:00,ce0cf2d2,match,0.9956439734,0.0008038474115,0.849833401,0.0,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
a54000de-11ac-4738-aac3-ca64fc34b00a,us_usfs_flathead_26500101_88289b0a43,match,brad,2026-02-23T03:51:50.697545+00:00,fc2715b2,match,0.9963870049,0.01300631491,1.0,0.0,0.01103283167,True,1770593730225119620_10340136,1770593701931992484_745433
e4e61bcc-91bb-4641-84cc-f0591deb8303,us_usfs_flathead_26722668_88289b0b23,match,brad,2026-02-23T03:51:53.279969+00:00,78dab53d,match,0.9975257516,0.0,1.0,0.0740699366,0.1185137888,True,1770593730225119620_10340136,1770593701931992484_745433
5a140071-708a-494e-9306-47e0d78e7ead,us_usfs_flathead_26430575_8812ca04b9,match,brad,2026-02-23T03:52:01.211577+00:00,6406c7d3,match,0.9980847836,0.0,1.0,0.2706324918,0.9976981334,True,1770593730225119620_10340136,1770593701931992484_745433
430a9292-d5cb-4022-8cc3-41ffd520d418,us_usfs_flathead_26480089_8812ca272d,match,brad,2026-02-23T03:52:02.846295+00:00,c677ff81,match,0.9987192154,0.0,0.1290974718,0.01363192375,1.0,True,1770593730225119620_10340136,1770593701931992484_745433
