gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,graphlet_similarity,endpoint_degree_similarity,ref_data_version,target_data_version,feature_version,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match,has_parallel_sibling_ref,offset_vs_half_corridor_ratio,offset_over_expected_halfwidth,likely_representation_mismatch
e222433e-4704-4b2f-9e31-889c1eca860b,fc_street_10440,no_match,brad,2026-01-19T00:50:36.039210+00:00,37689aec,no_match,0.4999965334,0,0.1068666415,0.9756990332,1,True,0.2857142857,0.5731379731,0.3571428571,1,0.1068666415,0.02430096679,0.02430096679,0.2273952512,7787.863513,7787.146284,7787.80351,0,0,4.871535411,1,7787.663504,0,3,3,3,3,1,1,0,0,1,1,1,1,0,0.4705882353,1,1,0,0,0,3,7787.046159,0.4172160258,7787.421738,0.7577777778,1,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1,1,0,1,1,0,0.4150235338,0.4150235338,1,4.819003832,0,0,0,0.5,0,0.2787046159,2224.869696,0
ea255b03-02c3-479d-9727-edf70078b391,fc_street_6088,no_match,brad,2026-01-19T00:50:42.231979+00:00,37689aec,no_match,0.4999849136,0,1,0.4876632992,0.661532712,True,0.5,0.5,0.5,0.1,1,0.1738694128,0.1738694128,0.1738694128,6627.798539,6622.327207,6626.771158,0,0,4.905822573,1,6627.149944,0,3,3,4,3,0.9230769231,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,1,0,0,0,5,6624.334795,3.423218099,6627.44406,0.9316666667,0.95,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1.00000048,1.001218105,0.001217625272,1,1,0,0.3516742562,1.055022769,0.3333333333,14.21770264,0,0,0,0.5,0,0.1624334795,2119.786456,0
089e8cf6-0d34-412e-9803-133f383344d3,fc_street_441,no_match,brad,2026-01-19T00:50:46.256438+00:00,37689aec,no_match,0.4999626214,0.3643937986,0.8372091697,0,1,True,0.3333333333,0.4900793651,0.2666666667,1,0.4728153711,1,0.4728153711,0.4728153711,8407.711724,8385.801311,8405.209779,0,0,75.35921724,1,8399.345788,1,4,4,3,1,0.6666666667,0,0,1,0,1,1,1,0,0.4444444444,1,1,0,0,inf,2,8389.970378,17.74050712,8405.937422,0.8516666667,0.8,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1,1,0,1,1,3.103151069e-11,0.05422193443,0.05422193443,1,36.88544168,0,0,0,0.5,1,668.6607208,2397.133709,1
ea59f1b4-60ab-44cd-a247-d0475fb5fa6f,fc_street_8240,no_match,brad,2026-01-19T00:50:49.969809+00:00,37689aec,no_match,0.4999211965,0.9374355325,1,0.9567519544,1,True,0.3448275862,0.5801282051,0.3448275862,1,0.06256446748,0.04324804563,0.04324804563,0.691255714,7308.911056,7308.114938,7308.87746,0,0,3.278110219,1,7308.799069,0,4,4,3,3,0.8571428571,0,0,0,1,1,1,1,0,0.4705882353,1,1,0,0,0,2,7308.058855,0.6281376838,7308.624242,0.9633333333,0.9,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1,1,0,1,1,0,0.4821657004,0.4821657004,1,4.147951624,0,0,0,0.5,0,0.2308058855,2088.016219,0
107de1f6-fd8b-4896-9986-b6200d937c13,fc_street_6533,no_match,brad,2026-01-19T00:50:55.897869+00:00,37689aec,no_match,0.4998801653,0,0.4888252722,0,0.5930907696,True,0.5,0.5,0.5,0.1,0.4888252722,0.5930907696,0.4888252722,0.8241997639,5067.405265,5047.028355,5065.454164,0,0,19.26950354,1,5064.678939,1,3,4,3,3,0.9230769231,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,1,0,0,0,4,5042.26705,25.4094697,5064.947655,0.98,0.95,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1.025606096,1.00616809,0.01943800601,0.9321727576,0.9428418914,0.01066913379,0.1960348012,0.4508800428,0.4347826087,51.01135073,6,0,6,0.5,1,194.5143956,1344.604188,1
5c58600c-f943-474b-b392-450ab5bd99c6,fc_street_6975,match,brad,2026-01-19T00:52:07.072093+00:00,37689aec,no_match,0.4998787847,0,1,0.03139986455,0.2027218535,True,0.2962962963,0.5311355311,0.2962962963,0.8,1,0.1713219889,0.1713219889,0.1713219889,13451.15314,13431.60573,13450.01178,0,0,48.3001337,1,13448.90334,1,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0,0.2857142857,1,1,0,0,0,3,10000,12.64221287,10000,0.7755555556,0.9,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1,1.000071124,7.112377979e-05,1,0.9922747293,0.007725270704,0.06492632193,0.1298526439,0.5,30.80414754,0,0,0,0.5,1,455.2782884,3256.710973,1
f47a3edf-61ee-4784-9cc8-fe603356e662,fc_street_8294,no_match,brad,2026-01-19T00:52:21.393270+00:00,37689aec,no_match,0.4998428688,0,0.2127530863,0,0.06391300639,True,0.5,0.5,0.5,0.1,0.2127530863,0.06391300639,0.06391300639,0.3004093032,12918.71295,12908.99375,12917.67023,0,0,16.64670247,1,12915.86507,1,2,4,3,3,0.8333333333,0,0,0,1,1,1,1,0.5,0.5,0,1,0,0,0,2,10000,8.853542112,10000,0.9666666667,0.9,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1.034080063,1.000442056,0.03363800701,0.8264611948,0.986443872,0.1599826772,0.4302188251,0.143406275,0.3333333333,20.91958667,3,0,3,0.5,1,1554.793059,3442.644945,1
5ba5db64-6ca5-4f8a-af5a-c7467bc10a2e,fc_street_10259,no_match,brad,2026-01-19T00:52:29.008920+00:00,37689aec,no_match,0.4997690348,0.04554668424,1,0.04480510826,1,True,0.5,0.5,0.5,0.1,0.9544533158,0.9551948917,0.9544533158,0.9992236391,2120.720045,2117.834972,2120.709216,0,0,0.03102310553,1,2120.53209,0,3,2,3,3,0.9090909091,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,1,0,0,0,4,2118.279975,2.309379798,2120.437539,0.8705555556,0.95,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1.000311432,1.000094851,0.0002165810126,0.9991820542,0.9949836964,0.004198357809,0.04628590255,0.06171453673,0.75,64.81455118,1,0,1,0.5,1,194.1243428,564.8745094,0
a41d0cec-398b-47ca-accd-f864862007f4,fc_street_4606,no_match,brad,2026-01-19T00:52:32.644134+00:00,37689aec,no_match,0.4997514335,0,0.5553969449,0,0.3432617229,True,0.6875,0.7222222222,0.6875,0.8,0.5553969449,0.3432617229,0.3432617229,0.6180475533,3209.078618,3195.097276,3207.892791,0,0,28.40112053,1,3205.121829,1,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0,0.7,1,1,0,0,0,3,3193.112486,8.052238372,3200.365363,0.9322222222,0.9,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1,1,0,1,1,1.33326683e-12,0.07618622754,0.07618622754,1,26.25146388,0,0,0,0.5,0,0.1806887514,774.0876876,0
59bd07c2-ca3f-4ba1-959a-f7224790f4c7,fc_street_5828,no_match,brad,2026-01-19T00:52:38.461481+00:00,37689aec,no_match,0.4997148413,0.8898289786,1,0.9758636505,1,True,0.5,0.5,0.5,0.1,0.1101710214,0.02413634946,0.02413634946,0.2190807452,3360.394581,3359.427367,3360.38951,0,0,1.796807313,0.9999999999,3360.377679,0,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,0,1,0,0,0,3,3359.435804,0.9587630789,3360.2987,0.82,1,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01,1,1,0,1,1,0,0.9151712678,0.9151712677,0.9999999999,2.185383294,0,0,0,0.5,1,211.2986454,767.8708654,1
