gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,graphlet_similarity,endpoint_degree_similarity,ref_data_version,target_data_version,feature_version,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match
48645b31-0b06-4e4a-a5aa-040f608c95e1,w863038355@4,match,brad,2026-01-14 04:48:21.956670+00:00,00b607d3,no_match,0.4999719948,0.6011168365,1,0,0.9999791164,True,1,1,1,1,0.3988831635,0.9999791164,0.3988831635,0.3988914938,0.001576208009,0.000157620803,0.0008669144144,0.9999810813,0.9999840776,3.212337776e-05,0.9999791164,0.0007879048036,1,3,3,3,3,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,5,0.000105080569,4.307054599e-11,0.0004728624769,0.9572222222,1,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1.003205324,1.003205264,5.96260572e-08,0.9793887002,0.9793891312,4.30992219e-07,0.06624767467,0.06624629118,0.9999791164,75.47434721,1,1,0,0.5
24dce6da-fca4-4eda-923f-f10fe6b0d07a,w1078094504@1,no_match,brad,2026-01-14 04:48:31.901711+00:00,00b607d3,no_match,0.4999634627,0,0,6.463584175e-06,6.463584175e-06,True,0.5,0.5,0.5,1,0,-1.6890684e-17,-1.6890684e-17,0,13.18463416,3.296303872,11.20696811,0.3729155123,0.6407886076,73.3205367,0,6.592316469,1,3,3,3,3,1,1,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,3,0.0001937732134,0,0.0001937732134,0.9966666667,1,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1,1,0,1,1,0,0.1516917185,0,0,0,0,0,0,0.5
24e4ea10-851d-4381-ae97-561548831e58,w815603025@3,no_match,brad,2026-01-14 04:48:35.592184+00:00,00b607d3,no_match,0.4999244759,0,1,0.3534945708,0.553952943,True,0.5,0.5,0.5,0.1,1,0.2004583723,0.2004583723,0.2004583723,6.997264488,4.473902224,6.278648381,0.310298619,0.6614095933,4.575979622,1,4.85528755,1,3,3,9,3,0.6666666667,0.3333333333,0,0,1,1,1,1,0.5,0.5,1,0,0,0,7.689832408,2,5.386660823,1.679231249,6.849929638,0.8935185185,0.7,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1.086682701,1.316030749,0.2293480475,1,1,0,0.3708331569,0.3178569916,0.8571428571,18.87641348,4,3,1,0.5
7b76731a-25a7-4080-a9a0-a36560d20916,w426484918@6,no_match,brad,2026-01-14 04:48:37.622599+00:00,00b607d3,no_match,0.4998632558,0,0.04503426036,0,0.1130071616,True,1,1,1,1,0.04503426036,0.1130071616,0.04503426036,0.3985080214,9.190828839,9.090341856,9.190724795,0.02160930623,0.4541637089,7.574525671,1,9.100399761,1,4,4,6,6,0.8,0,0,0,1,1,1,1,1,1,1,1,0,0,0,4,9.086838223,0.09996676239,9.179139468,0.9244444444,0.8,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1,1,0,1,1,0,1.198788109,1.198788109,1,1.66835155,0,0,0,0.5
de0529b0-ad28-4226-a2b8-78caf2b15478,w658046393@4,match,brad,2026-01-14 04:48:47.204834+00:00,00b607d3,no_match,0.4998450288,0,0.3739465886,2.355852594e-05,1,True,0.5,0.5,0.5,1,0.3739465886,0.9999764415,0.3739465886,0.3739553984,0.00066987345,5.582282516e-05,0.000301443301,0.9999815328,0.999987106,0.0002513163105,0.9999764415,0.0003332515521,1,3,4,4,4,0.9333333333,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,0,0,0,2.810506028,5,0.0001339747788,2.94627763e-10,0.0005358988191,0.9627777778,0.95,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1.002990951,1.002991292,3.412330292e-07,0.9762259228,0.9762203161,5.606705375e-06,0.2110166931,0.2110117219,0.9999764415,28.43376944,1,1,0,0.5
55565232-c955-4dae-8faf-b2521771d7c0,w8650703@24,no_match,brad,2026-01-14 04:48:50.543408+00:00,00b607d3,no_match,0.4997966871,0.378892149,1,0.8184158014,1,True,0.5,0.5,0.5,0.1,0.621107851,0.1815841986,0.1815841986,0.2923553427,5.961714115,5.714030382,5.961694623,0.2319642839,0.6303543942,1.969344003,1,5.76486548,1,4,4,6,4,0.8888888889,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,0,0,0,4.974664124,8,5.765556047,0.1948899958,5.941844694,0.9127777778,0.9,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1.000000014,1.000000685,6.71365026e-07,1,1,0,0.2639372254,0.3519163006,0.75,11.36633908,0,0,0,0.5
9f60b4ca-000f-4a0f-934f-f01ee3bb8a69,w236582636@3,no_match,brad,2026-01-14 04:48:53.534536+00:00,00b607d3,no_match,0.499573015,0,0.0397304107,0,0.03946571859,True,0.5,0.5,0.5,1,0.0397304107,0.03946571859,0.03946571859,0.9933377956,7.354104621,7.043956183,7.354094806,0.1090696998,0.5360870927,0.7115868078,0.9999999999,7.354070895,0,2,2,4,4,0.6666666667,0,0,0,1,0,1,0,0.5,0.5,0,0,0,0,0,3,7.043972522,0.3101320796,7.323091407,0.9566666667,0.8,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1,1,0,1,1,0,3.224418752,3.224418753,0.9999999999,0.6202668305,0,0,0,0.5
c19abe7b-e4c6-4987-a0e7-973d5827a4fb,w817936120@2,no_match,brad,2026-01-14 04:48:55.766927+00:00,00b607d3,no_match,0.4995698998,0.8452953197,1,0,0.3529138672,True,0.5,0.5,0.5,0.1,0.1547046803,0.3529138672,0.1547046803,0.4383638464,4.757601325,4.6424361,4.757581672,0.3051977573,0.6806634177,3.101447215,1,4.643307929,1,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0.5,0.5,1,0,0,0,0,1,4.642115967,0.1150669567,4.745877391,0.9355555556,0.9,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1,1,0,1,1,0,0.4666994028,0.4666994028,1,4.285413669,0,0,0,0.5
71392e41-09ca-44b5-bd85-908b7b19551d,w8644437@22,no_match,brad,2026-01-14 04:48:58.219759+00:00,00b607d3,no_match,0.499521606,0,1,0.3982916731,0.9660137474,True,0.5,0.5,0.5,0.1,1,0.5677220743,0.5677220743,0.5677220743,8.534607972,8.076465386,8.487621761,0.1080578344,0.5626837288,0.293658976,1,8.059564577,1,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,0,1,0,7.251026883,8.40803792,0,7.988324332,0.1111266533,8.220430109,0.9727777778,1,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1.010821791,1.010823204,1.413187968e-06,0.974587212,0.9736836068,0.0009036051489,0.06325817362,0.05422129167,0.8571428571,110.6576368,1,1,0,0.5
d49d4707-2939-4812-a5fa-bc976f2ffbbd,w95035768@3,no_match,brad,2026-01-14 04:49:02.748160+00:00,00b607d3,no_match,0.4994551863,0,0.04297837372,0.9632900447,1,True,0.5,0.5,0.5,1,0.04297837372,0.03670995528,0.03670995528,0.8541494734,10.03655303,9.984857686,10.036553,0.0002712096489,0.4118030092,0.04632965781,0.9999999969,10.03655294,0,4,4,3,3,0.8571428571,0,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,2,9.984857644,0.05169521568,10.03138334,0.9011111111,0.9,1769233435934733245_35513514,1769398990396976108_22274721,2026-01-25,1,1,0,1,1,0,19.34409239,19.34409233,0.9999999969,0.1033907386,0,0,0,0.5
