gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version
ea6c37a8-e6c9-47da-8f87-76f394389da0,bog_bike_53403_8866e092eb,match,brad,2026-02-24T01:39:03.437836+00:00,c8ca5752,review,0.6187476516,0.3637628148,0.3708537389,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
8472d31a-851f-4ee0-92ef-897452cd33fe,bog_bike_56451_8866e42813,match,brad,2026-02-24T01:39:04.703937+00:00,d06fbd53,review,0.6180824041,0.2644952507,0.3467507164,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
6b3c9629-41d0-43b0-9b3f-838a47523744,bog_bike_54737_8866e09281,match,brad,2026-02-24T01:39:07.249760+00:00,ce20b6da,review,0.6159122586,0.5437638695,0.7284268907,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
673998e0-1cbf-4b3d-891d-172b7e567b8a,bog_bike_54137_8866e42d27,match,brad,2026-02-24T01:47:26.455193+00:00,4b4e071f,review,0.6387261748,0.6082775635,0.6534811337,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
ce40e474-7089-4c01-90e7-b2541b044c03,bog_bike_58604_8866e42acb,match,brad,2026-02-24T01:47:28.698798+00:00,f39c72a5,review,0.639669776,0.9212004706,1.0,0.0,0.5980417222,True,1770593315407317721_41110746,1770593276454149849_937512
adf2ad98-2032-41cd-b32c-266b53c5de27,bog_bike_57079_8866e42abb,match,brad,2026-02-24T01:48:46.308372+00:00,de751336,review,0.6082879901,0.0,1.0,0.122583367,0.9988264698,True,1770593315407317721_41110746,1770593276454149849_937512
ea7a4e3f-2633-4558-a151-f6ac3ded3cd2,bog_bike_55848_8866e09159,match,brad,2026-02-24T01:48:49.684055+00:00,7f8bd775,review,0.6461523175,0.5013840707,0.6454286662,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
f6a73fd7-ecb3-4c9e-84d4-2a3c27833390,bog_bike_53081_8866e09119,match,brad,2026-02-24T01:48:59.237925+00:00,3e706953,review,0.6530523896,0.7755199982,0.7999799159,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
dfdedc0b-6ddb-47fe-a782-782ce8e4c51c,bog_bike_56018_8866e09213,match,brad,2026-02-24T01:49:03.263159+00:00,f2c30413,review,0.6597598791,0.7815929838,0.8058587107,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
6a300b4b-e548-4772-8e46-02802a654342,bog_bike_58306_8866e090c1,match,brad,2026-02-24T01:49:05.263221+00:00,3d784a58,review,0.5877835155,0.4895988858,0.5124561832,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
a68bf1d6-0d23-4c32-b211-f29b9b8fd899,bog_bike_58012_8866e428e9,match,brad,2026-02-24T01:49:31.453489+00:00,61f78de9,review,0.6656343341,0.1835653384,0.199214513,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
a41ce59e-2884-4644-b5a9-1f64e83b620d,bog_bike_58126_8866e091d1,match,brad,2026-02-24T01:49:38.622639+00:00,d9fd0b53,review,0.5826892853,0.1622729013,0.2981336779,0.03225806452,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
e4295fa4-1dd9-4e1d-a805-75e9164a4c2e,bog_bike_57189_8866e092cd,match,brad,2026-02-24T01:51:02.515783+00:00,09fefa32,review,0.677212894,0.1116779389,0.7163802178,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
497a19cc-798f-45cc-8c2f-b472b23ea36c,bog_bike_55508_8866e428b1,match,brad,2026-02-24T01:51:06.217787+00:00,fd47bf22,review,0.5717863441,0.847505054,0.9589500315,0.0,0.9677419355,True,1770593315407317721_41110746,1770593276454149849_937512
7629f137-70be-4bfc-b813-71b1594d8002,bog_bike_57096_8866e42997,match,brad,2026-02-24T01:52:52.724068+00:00,fea7a547,review,0.5689536929,0.8188585219,0.8778790239,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
8e82e3a4-af75-49e7-855c-6b5dd6226944,bog_bike_53251_8866e4649b,match,brad,2026-02-24T01:53:07.123834+00:00,2f2ebbc3,review,0.5631531477,0.0001586172425,0.134601142,0.0,1.0,True,1770593315407317721_41110746,1770593276454149849_937512
