gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,centroid_distance_m,collinear_gap_ratio,name_levenshtein,name_jaro_winkler,name_token_sort,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,class_similarity,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,ref_coverage,target_coverage,min_coverage,coverage_ratio,graphlet_similarity,endpoint_degree_similarity,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match
bb08de9f-36d2-4fe6-b40b-c12771237947,de_berlin_50443,no_match,brad,2026-01-25T01:37:30.404146+00:00,6c949023,review,0.7499444485,0.656664341,0.9889246562,0.2473326419,1,True,1769266429723709054_112498755,1769266877702004799_8608537,2026-01-25,17.66234491,6.946590751,15.30365634,0.3133348795,0.5877721129,13.95782255,1,5.697567255,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,0,inf,2,6.131700333,2.572502202,14.53245095,4,4,1,3,0.6666666667,0,0,1,0,1,1,1,0.3322603151,0.7526673581,0.3322603151,0.4414437687,0.87,0.8,1.108364143,1.428591762,0.3202276186,0.8763140719,0.6156258414,0.2606882305,0.07779948782,0.07779948782,1,64.26777527,1,3,2,0.5
e7e17f0d-801a-49a0-b477-9ec2ef7ff340,de_berlin_66218,no_match,brad,2026-01-25T01:37:41.450049+00:00,6c949023,review,0.7499351501,0,0.9824684138,0.02880256683,1,True,1769266429723709054_112498755,1769266877702004799_8608537,2026-01-25,16.42906602,7.912794554,13.41722002,0.2885237185,0.6597326024,1.991845826,1,5.527772088,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,0,0,4,5.487321791,0.6666579374,7.07465463,3,4,3,3,0.9230769231,0.3333333333,0,0,1,1,1,1,0.9824684138,0.9711974332,0.9711974332,0.9885278952,0.8983333333,0.95,1.036697475,1.004327158,0.03237031671,0.9621409007,0.9870495567,0.02490865607,0.04033406356,0.02016703178,0.5,247.9293956,4,1,3,0.5
d11b80fd-4fe4-4e14-8192-f92bbe49de82,de_berlin_82478,no_match,brad,2026-01-25T01:37:48.116263+00:00,6c949023,review,0.7498409152,0,1,0.06354735859,0.9526377494,True,1769266429723709054_112498755,1769266877702004799_8608537,2026-01-25,4.018512817,3.542162148,3.955961726,0.4849002002,0.7826074074,0.7419405355,1,3.359523919,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,0,0,5,3.388082507,0.2219470539,3.730736516,3,2,3,4,0.8333333333,0.3333333333,0,0,1,1,1,1,1,0.8890903908,0.8890903908,0.8890903908,0.8588888889,0.9,1.00002931,1.001427998,0.001398688962,0.9993913422,0.9942345781,0.005156764095,0.04398414474,0.04398414474,1,68.20639614,0,1,1,0.5
21cea800-247b-4ca0-94bc-8c3173620972,de_berlin_81412,no_match,brad,2026-01-25T01:37:57.998948+00:00,6c949023,review,0.749815762,0,0.8820124336,0.9386450407,1,True,1769266429723709054_112498755,1769266877702004799_8608537,2026-01-25,1.142313788,1.092286381,1.14231199,0.7785296239,0.9156933924,0.7773765033,1,1.092299693,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,inf,inf,0,1.092278324,0.05001841473,1.137298439,4,3,3,3,0.9230769231,0.3333333333,0,0,1,1,1,1,0.8820124336,0.06135495932,0.06135495932,0.06956246532,0.985,0.95,1,1,0,1,1,0,0.27116509,0.27116509,1,7.375580685,0,0,0,0.5
7e3d5f18-6e27-4d00-94b8-25173070ac7a,de_berlin_61574,match,brad,2026-01-25T01:38:02.445761+00:00,6c949023,review,0.7496912479,0,1,0.8400083138,0.8698696266,True,1769266429723709054_112498755,1769266877702004799_8608537,2026-01-25,1.705002365,0.9727466385,1.703281774,0.8003054063,0.9243871571,11.74198077,0.9999999999,0.9745521461,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,0,0,3,0.9673864998,0.727350149,1.623165568,3,2,4,4,0.7692307692,0,0,0,1,1,1,1,1,0.02986131271,0.02986131271,0.02986131271,0.9155555556,0.85,1.000000007,1,6.83826995e-09,1,1,0,0.4170385401,0.2780256934,0.6666666667,7.193579757,0,0,0,0.5
ae5a6abd-20ff-4a3a-b956-73b5eadae6a9,de_berlin_87472,no_match,brad,2026-01-25T01:38:06.507950+00:00,6c949023,review,0.7496805787,0.5129269902,1,0,0.993182191,True,1769266429723709054_112498755,1769266877702004799_8608537,2026-01-25,6.578248774,4.5427422,6.523182909,0.4452960439,0.7490357698,3.459133536,1,3.59375312,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,0,0,5,3.720451787,0.3494881686,5.380923547,3,3,3,4,0.9230769231,0.3333333333,0,0,1,1,1,1,0.4870730098,0.993182191,0.4870730098,0.4904165764,0.8216666667,0.95,1,1.008866237,0.008866237169,1,0.9581135754,0.04188642455,0.03411075781,0.05116613672,0.6666666667,58.6325291,0,1,1,0.5
517ff903-0d9f-4342-8343-dd32b19d3b91,de_berlin_69980,match,brad,2026-01-25T01:38:11.431512+00:00,6c949023,review,0.7495949268,0,0.2442886313,0,0.07897213148,True,1769266429723709054_112498755,1769266877702004799_8608537,2026-01-25,2.8608176,1.709750425,2.857799294,0.6730947803,0.8699221853,19.00495274,1,1.729018002,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.8,inf,inf,0,1.701204141,1.135975643,2.726043261,5,5,1,1,0.3333333333,0,0,1,0,1,0,0,0.2442886313,0.07897213148,0.07897213148,0.323273871,0.7066666667,0.6,1,1,0,1,1,0,0.2840325886,0.2840325885,1,7.041445526,0,0,0,0.5
fac271b5-681c-4a15-acfd-a6dfebaaf81e,de_berlin_299894,match,brad,2026-01-31T04:12:11.961488+00:00,92c5ff9b,match,0.7998300791,0.6125699601,1,0,0.2184948768,True,1769828533023768820_112498755,1769828533028768840_8608537,2026-01-25,9.749593705,5.028332899,9.743289037,0.2631466581,0.6641826768,13.95846765,1,6.019126781,1,1,1,1,1,1,1,1,0,0.6,0,0,2,5.861608114,4.205410148,9.440820558,3,3,3,3,1,1,0,0,1,1,1,1,0.3874300399,0.2184948768,0.2184948768,0.5639595651,0.99,1,1.00273354,1.001384713,0.001348827047,0.951854403,0.9690086705,0.01715426758,0.07348932525,0.07348932525,1,40.82225534,0,0,0,0.5
68d77a04-c7a3-463b-819c-fa246fa541ad,de_berlin_65980,match,brad,2026-01-31T04:12:21.723252+00:00,92c5ff9b,review,0.7498752475,0,1,0.1969502292,0.3293289464,True,1769828533023768820_112498755,1769828533028768840_8608537,2026-01-25,1.175833226,1.174759127,1.175833202,0.7579269958,0.9081032503,0.02723970383,0.9999999999,1.174759167,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,inf,inf,0,1.174759059,0.001073977548,1.175725658,2,1,1,1,0.8,0.3333333333,1,1,1,0,0,1,1,0.1323787172,0.1323787172,0.1323787172,0.9066666667,0.95,1,1,0,1,1,0,0.4426410482,0.4426410482,0.9999999999,4.518333779,0,0,0,0.5
b91c94cb-5d2a-43d1-a566-134e65ffaa27,de_berlin_47514,match,brad,2026-01-31T04:14:14.803633+00:00,92c5ff9b,review,0.7498569489,0,0.5963404746,0.01833300917,1,True,1769828533023768820_112498755,1769828533028768840_8608537,2026-01-25,0.3820041367,0.2324731277,0.3820031919,0.965100887,0.9871632848,0.2054017092,1,0.0664583794,1,0.25,0.4785714286,0.25,0,0.1428571429,1,1,0,0.1,0,inf,2,0.1721930085,0.141431508,0.3532153466,2,4,1,3,0.8,0,0,1,0,1,1,1,0.5963404746,0.9816669908,0.5963404746,0.6074773627,0.88,0.9,1.0000008,1,7.997282065e-07,0.9997906203,1,0.0002093796664,0.03102698325,0.0124107933,0.4,161.1500532,0,0,0,0.5
