gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version
230f3afc-6cae-41dc-8fb1-a1e1b28d65eb,fc_street_2973_88268526b1,no_match,brad,2026-01-19T01:01:31.029276+00:00,37689aec,no_match,0.4984099601,0.9500810235,1,0.967186887,1,True,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01
b4f927ea-2795-442c-91d3-dd65b7a79b0c,fc_street_2113_8826852683,match,brad,2026-01-19T01:18:41.376737+00:00,71d9cb53,match,0.9965542644,0,0.02451870002,0.8971498851,1,True,1769266777251484336_12870791,1769267856185760293_4171042,2026-02-01
17e54964-20f1-4965-9415-37e7bda7aaeb,fc_street_2057_88268524bb,match,brad,2026-02-11T01:56:05.039553+00:00,a419d238,review,0.6265276074,0,0.9907476412,0.6992385904,1,True,,,
d6c730c7-6482-4244-9e6a-7672824d4215,fc_street_1999_88268526d1,match,brad,2026-02-11T01:58:43.327053+00:00,99714923,review,0.6266977787,0.9578813657,1,0,0.03736135729,True,,,
7e881a95-bf5c-4102-a5a6-2434f74b5f88,fc_street_9173_8826852481,match,brad,2026-02-11T01:59:08.457899+00:00,3af4998d,review,0.6267166138,0,1,0.0005197135417,0.9611111446,True,,,
a6268968-4ece-4212-a473-f1afbae68e35,fc_street_5082_8826aa5153,no_match,brad,2026-02-11T01:59:14.763350+00:00,84c8ee57,review,0.6218314171,0.5723673934,1,0,0.3550859326,True,,,
285e45dc-56e6-4b49-9408-113177cee4b3,fc_street_4969_8826852683,no_match,brad,2026-02-11T01:59:19.667513+00:00,b0796d93,review,0.6217371225,0.9425449186,1,0,0.06534232315,True,,,
d3773516-0c47-4fd1-96be-b323fb61e045,fc_street_10389_8826aa5357,no_match,brad,2026-02-11T01:59:23.662932+00:00,8233ea9a,review,0.630405426,0.7516836303,1,0,0.02151418448,True,,,
19cbec93-2108-4dd4-9316-45cbb4215c2d,fc_street_4060_8826aa5153,no_match,brad,2026-02-11T01:59:25.434028+00:00,98a38ec3,review,0.6310145855,0.5183222873,1,0,0.457795424,True,,,
0186da2c-5fca-4fad-888c-0dca4fad2c02,fc_street_10412_8826aa534b,match,brad,2026-02-11T01:59:33.423698+00:00,315c1725,review,0.6161053777,0.08852721562,1,0.7867640756,1,True,,,
26f8f50d-049b-4bf7-b64d-d36ac12484d5,fc_street_1289_8826aa5169,no_match,brad,2026-02-11T01:59:41.470904+00:00,7483c1fa,review,0.6147577763,0,0.8387096774,0.9333023594,0.955385596,True,,,
90f95fba-aa1d-4719-adbc-cca10c73321c,fc_street_136_8826aa5135,match,brad,2026-02-11T01:59:45.055896+00:00,d4cec7da,review,0.6353282928,0.006303746797,1,0.001962970343,1,False,,,
5c79c84e-1b19-450d-b9a5-f421a56c2361,fc_street_9479_88268524d9,match,brad,2026-02-11T01:59:51.374951+00:00,1cad1678,review,0.6362858415,0,0.9996582937,0.005065487787,1,False,,,
a0b5d8b4-b71e-4a5b-bc59-7f0e256385db,fc_street_5248_8826aa5343,no_match,brad,2026-02-11T02:00:06.990407+00:00,da2d23a5,review,0.6371551752,0,0.09131227248,0.828203662,1,True,,,
b67876cb-ae9f-4cb8-a85d-3f289ba0e37a,fc_street_1187_88268526c9,match,brad,2026-02-11T02:00:12.292330+00:00,b001d2cd,review,0.6386352777,0,1,0.3145668855,0.5492420121,True,,,
f8d11774-3dcd-49c6-be1d-fa0a61c6bb51,fc_street_3201_8826aa5103,match,brad,2026-02-11T02:00:14.132926+00:00,aa842a63,review,0.639033556,0,0.9955776037,0,0.9991246342,False,,,
978e1917-7f47-4eda-a386-6bbbafb25faa,fc_street_9251_8826aac937,match,brad,2026-02-11T02:00:22.379880+00:00,c5a145a9,review,0.610755682,0,0.2921409452,0,0.2242763008,True,,,
671202a0-99e1-4334-86a2-cb979aa9a6be,fc_street_4831_8826aa5153,no_match,brad,2026-02-11T02:00:24.534888+00:00,9d553dac,review,0.609452188,0.5560066776,1,0,0.4044855155,True,,,
c89527f5-9d88-4acd-a377-ecd5bd38ae7e,fc_street_8711_8826aa510d,match,brad,2026-02-11T02:00:28.316642+00:00,c8a86319,review,0.6423575878,0.9030866453,1,0.9751179334,1,True,,,
981bd61f-57f5-40c9-948d-3175737f1ec4,fc_street_6596_8826aa5109,match,brad,2026-02-11T02:00:31.266435+00:00,569ffb20,review,0.6054954529,0,0.237108887,0.5193396546,1,True,,,
5905e55f-ac8e-4731-b95c-414bc018e289,fc_street_7120_88268524d3,no_match,brad,2026-02-11T02:00:33.750323+00:00,de9c2dc0,review,0.6006859541,0.540201451,1,0,0.02068970469,True,,,
cb232c56-f9a1-4f1a-a279-43767829a216,fc_street_5525_8826aa511d,no_match,brad,2026-02-11T02:00:35.382602+00:00,70afde8f,review,0.6498216987,0,1,0.7479000777,0.8623706644,True,,,
f8eb57a2-a5c0-4c04-9aeb-08e58b07494c,fc_street_2539_88268526bb,match,brad,2026-02-11T02:00:38.585413+00:00,5308cb8d,review,0.6001349688,0.1870721363,1,0,0.2023131961,True,,,
