gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version
03a2856c-70d2-4328-bcf6-0b94294437b0,ch_geneva_ped_1340_881f91aea3,match,brad,2026-02-24T01:20:04.220053+00:00,f949f054,review,0.6242460012,0.3520305633,0.9094122884,0,0.06264094772,True,1771079585902221364_33310870,1771079549528072377_600488
ef216cd4-a897-41fd-8b0a-c9e667e7ccf7,ch_geneva_ped_1428_881f91ae41,match,brad,2026-02-24T01:20:08.260417+00:00,713a2736,review,0.6347464323,0,0.4285164074,0,0.9906064727,True,1771079585902221364_33310870,1771079549528072377_600488
1e199071-a1e6-40c0-8ebb-862480355fe5,ch_geneva_ped_17_881f91ad09,match,brad,2026-02-24T01:20:11.043735+00:00,ce1e60e2,review,0.6132133007,0,1,0.5432217748,0.6032050479,True,1771079585902221364_33310870,1771079549528072377_600488
efb685bd-f8bc-49ca-8f07-d8e4950fc3e2,ch_geneva_ped_18_881f91ad0d,no_match,brad,2026-02-24T01:20:19.350099+00:00,9717201d,review,0.6426924467,0,0.9889497833,0,0.9458072723,True,1771079585902221364_33310870,1771079549528072377_600488
a7a804d1-87b1-4eee-93a8-484d4a0d483b,ch_geneva_ped_1228_881f91ad21,match,brad,2026-02-24T01:20:21.376291+00:00,14bd4f48,review,0.5944520831,0,1,0.2825201374,0.311811603,True,1771079585902221364_33310870,1771079549528072377_600488
e015eb0e-5a1c-4e41-a896-b1159ebcd683,ch_geneva_ped_360_881f91af33,match,brad,2026-02-24T01:20:25.194074+00:00,92710fbb,review,0.5924926996,0.04981871113,1,0.9400367986,1,True,1771079585902221364_33310870,1771079549528072377_600488
9e9c5c99-131f-4bef-9eff-ec32d01db1d7,ch_geneva_ped_717_881f91a193,match,brad,2026-02-24T01:20:26.587105+00:00,70dc0c9f,review,0.5905109644,0.7648144461,1,0.05556542328,1,True,1771079585902221364_33310870,1771079549528072377_600488
412dd524-19e5-4767-8f2b-f04a24f11167,ch_geneva_ped_1417_881f91af31,match,brad,2026-02-24T01:20:37.601072+00:00,f9adc9b8,review,0.6606305838,0.2065888008,1,0,0.5412950342,True,1771079585902221364_33310870,1771079549528072377_600488
52311456-c1f0-4af0-9a38-818efbc072c5,ch_geneva_ped_773_881f91ac15,match,brad,2026-02-24T01:20:40.239763+00:00,80acbe6b,review,0.5865821838,0,1,0.3002547787,0.3933780785,True,1771079585902221364_33310870,1771079549528072377_600488
48ce8d72-f05e-4f88-bb26-b90e1f265a3b,ch_geneva_ped_1472_881f91ad4d,no_match,brad,2026-02-24T01:20:46.064466+00:00,7a8e5419,review,0.5814291239,0,0.1935483871,0.3004620418,0.326983354,True,1771079585902221364_33310870,1771079549528072377_600488
