gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version
2506cd3e-7ac4-4232-a21a-c496e3149b95,sg_footpath_49475_8865263619,match,brad,2026-02-16T15:42:19.085898+00:00,af1f35b8,review,0.6255737543,0.1862783173,0.2826223732,0,1,True,1770593577998448958_61854370,1771084188079261974_10258574
22dcd9ae-9f3d-423a-8d59-6b5b0c7cc949,sg_footpath_70004_886526ac89,match,brad,2026-02-16T15:42:23.008517+00:00,676574c6,review,0.6243410707,0.55108647,0.5609047622,0,1,True,1770593577998448958_61854370,1771084188079261974_10258574
5be3211a-af70-461e-830e-279c9f18de82,sg_footpath_57278_886520cb57,match,brad,2026-02-16T15:48:39.096752+00:00,b61daa3b,review,0.6280608177,0.5575030495,0.6088969371,0,1,True,1770593577998448958_61854370,1771084188079261974_10258574
ab4f1d71-8772-4319-9a64-cee024facfd7,sg_footpath_23265_8865263437,match,brad,2026-02-16T16:52:18.355021+00:00,2f388799,review,0.624030292,0.5201489364,0.6374343117,0,0.9677419355,True,1770593577998448958_61854370,1771257220423770570_10258574
3740c162-5f8a-4ad8-8640-a0808e136c1c,sg_footpath_28455_886526ac91,match,brad,2026-02-16T16:52:27.341700+00:00,49558726,review,0.6264716387,0.01544313236,0.03393767871,0,1,True,1770593577998448958_61854370,1771257220423770570_10258574
3a4731a0-61d5-49df-9806-b249964e0fb8,sg_footpath_42448_886520cb5d,no_match,brad,2026-02-16T16:52:45.420523+00:00,a19513db,review,0.6215403676,0,0.008913761878,0,1,True,1770593577998448958_61854370,1771257220423770570_10258574
273e4b6a-1c50-464a-91f6-180535623991,sg_footpath_91431_8865263497,no_match,brad,2026-02-16T16:52:49.618625+00:00,3de4c3f9,review,0.621447742,0,0.00665336113,0,1,True,1770593577998448958_61854370,1771257220423770570_10258574
99e688d0-c2d9-449e-bf2a-c4908436d3d1,sg_footpath_1345_886520d947,match,brad,2026-02-16T16:52:57.207677+00:00,4d6996d3,review,0.6208577752,0,0.3371675458,0,0.1881427501,True,1770593577998448958_61854370,1771257220423770570_10258574
ed8be19c-1904-486b-896f-6d119d8a5123,sg_footpath_61854_886520c1a7,no_match,brad,2026-02-16T16:53:14.820784+00:00,a3483cd0,review,0.6199026108,0,0.001415801127,0,1,True,1770593577998448958_61854370,1771257220423770570_10258574
043a5dfd-1408-47cb-b733-085d7c10c140,sg_footpath_50875_886520d981,unsure,brad,2026-02-16T16:54:27.614212+00:00,deea4bae,review,0.6314660907,0.5865655544,0.6829528465,0,1,True,1770593577998448958_61854370,1771257220423770570_10258574
